dwc:recordNumber,dwc:genus,species,dwc:scientificName,Day,Month,Year,Day.of.the.year
kuchar 22119,ampelocissus,ampelocissus obtusata,ampelocissus obtusata subsp. obtusata,8,6,1999,159
kuchar 23642,ampelocissus,ampelocissus obtusata,ampelocissus obtusata (welw. ex baker) planch.,30,4,2000,121
strid 2479,ampelocissus,ampelocissus obtusata,ampelocissus obtusata (welw. ex baker) planch.,19,11,1972,324
kuchar 22664,ampelocissus,ampelocissus obtusata,ampelocissus obtusata subsp. obtusata,17,12,1999,351
kuchar 24073,ampelocissus,ampelocissus obtusata,ampelocissus obtusata (welw. ex baker) planch.,8,8,2001,220
harder 3573,ampelocissus,ampelocissus obtusata,ampelocissus obtusata subsp. kirkiana (planch.) wild & r.b. drumm.,28,2,1996,59
kindeketa 1397,ampelocissus,ampelocissus obtusata,ampelocissus obtusata (welw. ex baker) planch.,8,12,2001,342
schmidt 1455,ampelocissus,ampelocissus obtusata,ampelocissus obtusata subsp. kirkiana (planch.) wild & r.b. drumm.,22,5,1994,142
schmidt 1244,ampelocissus,ampelocissus obtusata,ampelocissus obtusata subsp. obtusata,26,11,1993,330
kuchar 24998,ampelocissus,ampelocissus obtusata,ampelocissus obtusata subsp. obtusata,9,1,2002,9
11620,ampelocissus,ampelocissus obtusata,ampelocissus obtusata,12,11,2006,316
11590,ampelocissus,ampelocissus obtusata,ampelocissus obtusata,8,11,2006,312
kayombo 3348,anacardium,anacardium occidentale,anacardium occidentale l.,24,7,2000,206
mackinder 59,anchomanes,anchomanes abbreviatus,anchomanes abbreviatus engl.,1,12,1988,336
kuchar 22469,ancylobothrys,ancylobothrys amoena,ancylobotrys amoena hua,5,9,1999,248
"kuchar, p  22479 a",ancylobothrys,ancylobothrys amoena,ancylobothrys amoena hua,23,9,1999,266
kuchar 22479,ancylobothrys,ancylobothrys robusta,ancylobotrys pierre,23,9,1999,266
schmidt 1274,ancylobotrys,ancylobotrys petersiana,ancylobotrys petersiana (klotzsch) pierre,30,11,1993,334
gereau 4992,ancylobotrys,ancylobotrys petersiana,ancylobotrys petersiana (klotzsch) pierre,3,11,1992,308
5316,andropogon,andropogon,andropogon chinensis (nees) merr.,2,6,2008,154
24066,andropogon,andropogon,andropogon chinensis,1,6,2012,153
,andropogon,andropogon amethystinus,andropogon amethystinus,,,,
kuchar 22148,andropogon,andropogon bicornis,andropogon l.,8,6,1999,159
kuchar 23767,andropogon,andropogon bicornis,andropogon l.,21,5,2000,142
kuchar 22933,andropogon,andropogon bicornis,andropogon l.,30,1,2000,30
kuchar 21977,andropogon,andropogon bicornis,andropogon l.,13,5,1999,133
kuchar 24652,andropogon,andropogon eucomus,andropogon eucomus nees,2,6,2001,153
mollel 717,andropogon,andropogon schirensis,andropogon schirensis hochst. ex a. rich.,16,12,2001,350
gereau 4305,andropogon,andropogon schirensis,andropogon schirensis hochst. ex a. rich.,14,3,1991,73
renvoize 5715,andropogon,andropogon schirensis,andropogon schirensis hochst. ex a. rich.,27,2,1996,58
mboya 377,andropogon,andropogon schirensis,andropogon schirensis hochst. ex a. rich.,20,6,2001,171
,andropogon,andropogon schirensis,andropogon schirensis,30,3,1989,89
248,aneilema,aneilema dregeanum,aneilema dregeanum subsp. mossambicense,8,3,2009,67
laizer 1250,aneilema,aneilema hirtum,aneilema hirtum a. rich.,1,6,2005,152
3327,aneilema,aneilema hockii,aneilema hockii de wild.,29,1,1933,29
kuchar 22951,aneilema,aneilema hockii,aneilema hockii de wild.,30,1,2000,30
kuchar 24999,aneilema,aneilema johnstonii,aneilema johnstonii k. schum.,9,1,2002,9
kuchar 22687,aneilema,aneilema johnstonii,aneilema johnstonii k. schum.,18,12,1999,352
kindeketa 1394,aneilema,aneilema johnstonii,aneilema johnstonii k. schum.,8,12,2001,342
harder 2539,aneilema,aneilema johnstonii,aneilema johnstonii k. schum.,8,8,1995,220
kuchar 23073,aneilema,aneilema johnstonii,aneilema johnstonii k. schum.,8,8,2000,221
kuchar 22622,aneilema,aneilema johnstonii,aneilema johnstonii k. schum.,17,12,1999,351
22622,aneilema,aneilema johnstonii,aneilema johnstonii,17,12,1999,351
kuchar 23071,aneilema,aneilema nicholsonii,aneilema nicholsonii c.b. clarke,21,2,2000,52
harder 3924,aneilema,aneilema nicholsonii,aneilema nicholsonii c.b. clarke,2,3,1997,61
kuchar 24328,aneilema,aneilema nicholsonii,aneilema nicholsonii c.b. clarke,7,4,2001,97
23071,aneilema,aneilema nicholsonii,aneilema nicholsonii,21,2,2000,52
de nevers 3183,aneilema,aneilema pedunculosum,aneilema pedunculosum c.b. clarke,3,4,1984,94
mwangoka 7327,aneilema,aneilema welwitschii,aneilema r. br.,12,2,2011,43
schmidt 1240,aneilema,aneilema welwitschii,aneilema welwitschii c.b. clarke,26,11,1993,330
gereau 4985,aneilema,aneilema welwitschii,aneilema welwitschii c.b. clarke,3,11,1992,308
87217,angraecopsis,angraecopsis breviloba,angraecopsis breviloba summerh.,24,10,1987,297
642,angraecopsis,angraecopsis lovettii,angraecopsis lovettii p.j.cribb,13,4,1986,103
lovett 642,angraecopsis,angraecopsis lovettii,angraecopsis lovettii p.j. cribb,13,4,1986,103
12444,anisopappus,anisopappus,anisopappus,9,5,2001,129
"kayombo, cj; ayubu, j; kibure, oa  6775",anisopappus,anisopappus,anisopappus  hook. & arn.,10,8,2010,222
"schmidt, hh; harder, dk; nkhoma, cn; luwiika, b  1382",anisophyllea,anisophyllea boehmii,anisophyllea pomifera engl. & brehmer,14,5,1994,134
"schmidt, hh; harder, dk; nkhoma, cn; luwiika, b  1382",anisophyllea,anisophyllea boehmii,anisophyllea pomifera engl. & brehmer,14,5,1994,134
harder 3204,anisosepalum,anisosepalum humbertii,anisosepalum humbertii (mildbr.) e. hossain,17,5,1994,137
"harder, dk; schmidt, hh; nkhoma, cn; luwiika, b  3204",anisosepalum,anisosepalum humbertii,anisosepalum humbertii (mildbr.) e.hossain,17,5,1994,137
harder 1521,annona,annona senegalensis,annona senegalensis subsp. senegalensis,29,11,1992,334
"harder, dk; gereau, re; kayombo, mj  1521",annona,annona senegalensis,annona senegalensis pers. subsp. senegalensis,29,11,1992,334
kindeketa 2666,annona,annona senegalensis,annona senegalensis subsp. senegalensis,15,11,2005,319
kayombo 5033,annona,annona senegalensis,annona senegalensis subsp. senegalensis,29,10,2005,302
8991,ansellia,ansellia africana,ansellia africana lindl.,20,10,1964,294
kuchar 24959,ansellia,ansellia africana,ansellia africana lindl.,10,11,2001,314
kuchar 24766,ansellia,ansellia africana,ansellia africana lindl.,2,9,2001,245
mboya 333,ansellia,ansellia africana,ansellia africana lindl.,19,6,2001,170
mboya 346,ansellia,ansellia africana,ansellia africana lindl.,19,6,2001,170
24959,ansellia,ansellia africana,ansellia africana,10,11,2001,314
schmidt 1209,ansellia,ansellia africana,ansellia africana lindl.,20,11,1993,324
,anthephora,anthephora elongata,anthephora elongata,30,3,1989,89
renvoize 5719,anthephora,anthephora elongata,anthephora elongata de wild.,27,2,1996,58
kuchar 22934,anthephora,anthephora elongata,anthephora elongata de wild.,30,1,2000,30
kuchar 22935,anthephora,anthephora elongata,anthephora elongata de wild.,30,1,2000,30
"bingham, mg  10845",anthephora,anthephora elongata,anthephora elongata de wild.,30,1,1996,30
5741,anthephora,anthephora elongata,anthephora elongata,19,4,1989,109
kuchar 23838,anthephora,anthephora hermaphrodita,anthephora schreb.,4,6,2000,156
kuchar 23751a,anthephora,anthephora truncata,anthephora truncata robyns,7,5,2000,128
smith 254,anthericum,anthericum ramosum,anthericum l.,25,2,1994,56
harder 3265,antherotoma,antherotoma debilis,antherotoma debilis (sond.) jacq.-fél.,29,5,1994,149
,antherotoma,antherotoma debilis,dissotis debilis,29,5,1994,149
,antherotoma,antherotoma gracilis,dissotis gracilis,17,5,1994,137
,antherotoma,antherotoma naudinii,antherotoma naudinii,24,3,1985,83
mwangoka 3930,antherotoma,antherotoma naudinii,antherotoma naudinii hook. f.,7,6,2005,158
mwangoka 6289,antherotoma,antherotoma senegambiensis,dissotis senegambiensis (guill. & perr.) triana,4,7,2009,185
harder 3159,anthocleista,anthocleista schweinfurthii,anthocleista schweinfurthii gilg,17,5,1994,137
nkhoma 165,anthospermum,anthospermum ternatum,anthospermum ternatum subsp. randii puff,9,5,1994,129
,antidesma,antidesma,antedesma,27,3,1985,86
harder 3100,antidesma,antidesma membranaceum,antidesma membranaceum müll. arg.,13,5,1994,133
"nkhoma, cn; harder, dk; merello, mc  78",antidesma,antidesma membranaceum,antidesma membranaceum müll.arg.,1,12,1993,335
harder 3104,antidesma,antidesma membranaceum,antidesma membranaceum müll. arg.,13,5,1994,133
nkhoma 78,antidesma,antidesma membranaceum,antidesma membranaceum müll. arg.,1,12,1993,335
"nkhoma, cn; et al.  217",antidesma,antidesma membranaceum,antidesma membranaceum müll.arg.,15,5,1994,135
"harder, dk; schmidt, hh; nkhoma, cn  3104",antidesma,antidesma membranaceum,antidesma membranaceum müll.arg.,13,5,1994,133
"harder, dk; schmidt, hh; nkhoma, cn  3100",antidesma,antidesma membranaceum,antidesma membranaceum müll.arg.,13,5,1994,133
harder 1888,antidesma,antidesma venosum,antidesma venosum e. mey. ex tul.,16,11,1993,320
harder 1886,antidesma,antidesma venosum,antidesma venosum e. mey. ex tul.,16,11,1993,320
harder 1887,antidesma,antidesma venosum,antidesma venosum e. mey. ex tul.,16,11,1993,320
nkhoma 279,antidesma,antidesma venosum,antidesma venosum e. mey. ex tul.,25,5,1994,145
kayombo 3397,antidesma,antidesma venosum,antidesma venosum e. mey. ex tul.,29,7,2000,211
laizer 1324,antidesma,antidesma venosum,antidesma venosum e. mey. ex tul.,3,11,2005,307
harder 3098,antidesma,antidesma venosum,antidesma venosum e. mey. ex tul.,13,5,1994,133
laizer 1354,antidesma,antidesma venosum,antidesma venosum e. mey. ex tul.,3,11,2005,307
kayombo 5052,antidesma,antidesma venosum,antidesma venosum e. mey. ex tul.,29,10,2005,302
kindeketa 2675,antidesma,antidesma venosum,antidesma venosum e. mey. ex tul.,15,11,2005,319
1888,antidesma,antidesma venosum,antidesma venosum,16,11,1993,320
gereau 1507,antidesma,antidesma venosum,antidesma venosum e. mey. ex tul.,17,12,1984,352
gereau 5168,apodytes,apodytes dimidiata,apodytes dimidiata var. dimidiata,23,11,1992,328
harder 1900,apodytes,apodytes dimidiata,apodytes dimidiata subsp. dimidiata,16,11,1993,320
gereau 3840,apodytes,apodytes dimidiata,apodytes dimidiata var. dimidiata,3,2,1991,34
mwangoka 5928,apodytes,apodytes dimidiata,apodytes dimidiata var. dimidiata,27,10,2008,301
,apodytes,apodytes dimidiata,apodytes dimidiata,28,5,1971,148
"kayombo, cj; ayubu, j; kibure, oa  6773",apodytes,apodytes dimidiata,apodytes acutifolia hochst. ex a.rich.,10,8,2010,222
"kayombo, cj; wimbe, e  6935",apodytes,apodytes dimidiata,apodytes dimidiata e.mey. ex arn.,2,9,2011,245
gereau 3892,aristea,aristea nyikensis,aristea nyikensis baker,6,2,1991,37
mboya 395,aristida,aristida adscensionis,aristida adscensionis l.,20,6,2001,171
24108,aristida,aristida adscensionis,aristida adscensionis,3,6,2012,155
kuchar 24327,aristida,aristida congesta,aristida congesta subsp. congesta,7,4,2001,97
kuchar 22819,aristida,aristida congesta,aristida congesta subsp. barbicollis (trin. & rupr.) de winter,27,1,2000,27
kuchar 22755,aristida,aristida nemorivaga,aristida chrysochlaena henrard,22,1,2000,22
,aristolochia,aristolochia albida,aristolochia albida,24,5,1987,144
de nevers 3208,aristolochia,aristolochia albida,aristolochia petersiana klotzsch,3,4,1984,94
harder 1291,aristolochia,aristolochia hockii,aristolochia hockii de wild.,28,10,1992,302
harder 1991,aristolochia,aristolochia pistolochia,aristolochia l.,19,11,1993,323
bingham 3978,aristolochia,aristolochia pistolochia,aristolochia l.,25,6,1987,176
"kayombo, cj  6682",artabotrys,artabotrys,artabotrys  r.br.,8,8,2010,220
mwangoka 5334,artabotrys,artabotrys brachypetalus,artabotrys brachypetalus benth.,13,4,2007,103
laizer 1338,artabotrys,artabotrys hexapetalus,artabotrys r. br.,3,11,2005,307
nkhoma 50,artabotrys,artabotrys hexapetalus,artabotrys r. br.,30,11,1993,334
nkhoma 260,artabotrys,artabotrys monteiroae,artabotrys monteiroae oliv.,24,5,1994,144
nkhoma 308,artabotrys,artabotrys monteiroae,artabotrys monteiroae oliv.,25,5,1994,145
"nkhoma, cn; harder, dk; schmidt, hh; luwiika, b  260",artabotrys,artabotrys monteiroae,artabotrys monteiroae oliv.,24,5,1994,144
"nkhoma, cn; harder, dk; schmidt, hh; luwiika, b  260",artabotrys,artabotrys monteiroae,artabotrys monteiroae oliv.,24,5,1994,144
"nkhoma, cn; harder, dk; schmidt, hh; luwiika, b  308",artabotrys,artabotrys monteiroae,artabotrys monteiroae oliv.,25,5,1994,145
kibure 865,artabotrys,artabotrys stolzii,artabotrys stolzii diels,24,4,2003,114
harder 3985,arthropteris,arthropteris orientalis,arthropteris orientalis (j.f. gmel.) posth.,9,3,1997,68
38,arundinella,arundinella,arundinella,,,,
goldblatt 8271,asclepias,asclepias foliosa,trachycalymma foliosum (k. schum.) goyder,25,11,1986,329
zimba 1036,ascolepis,ascolepis lineariglumis,ascolepis lineariglumis lye,8,3,1997,67
harder 3270,ascolepis,ascolepis protea,ascolepis protea welw.,29,5,1994,149
"kayombo, cj; wimbe, e  6951",asparagus,asparagus,asparagus  l.,2,9,2011,245
kayombo 5030,asparagus,asparagus africanus,asparagus africanus lam.,29,10,2005,302
kindeketa 1033,asparagus,asparagus africanus,asparagus africanus lam.,12,6,2001,163
,asparagus,asparagus asparagoides,asparagus asparagoides,13,3,1985,72
festo 1977,asparagus,asparagus buchananii,asparagus buchananii baker,8,6,2005,159
luke 8405,asparagus,asparagus buchananii,asparagus buchananii baker,25,5,2002,145
smith 125,asparagus,asparagus declinatus,asparagus l.,26,1,1994,26
harder 1292,asparagus,asparagus declinatus,asparagus l.,28,10,1992,302
harder 3051,asparagus,asparagus declinatus,asparagus l.,7,5,1994,127
kuchar 22618,asparagus,asparagus declinatus,asparagus l.,17,12,1999,351
laizer 1482,asparagus,asparagus flagellaris,asparagus flagellaris (kunth) baker,16,2,2006,47
laizer 1323,asparagus,asparagus flagellaris,asparagus flagellaris (kunth) baker,3,11,2005,307
mwangoka 3111,asparagus,asparagus setaceus,asparagus setaceus (kunth) jessop,29,7,2004,211
nkhoma 72,aspidotis,aspidotis schimperi,cheilanthes schimperi kunze,1,12,1993,335
de nevers 3378,aspilia,aspilia kotschyi,aspilia kotschyi (sch. bip. ex hochst.) oliv.,1,5,1984,122
"nevers, g de; charnley, s  3378",aspilia,aspilia kotschyi,aspilia kotschyi (sch.bip. ex hochst.) oliv.,1,5,1984,122
mwangoka 5337,aspilia,aspilia kotschyi,aspilia kotschyi (sch. bip. ex hochst.) oliv.,13,4,2007,103
zimba 1073,aspilia,aspilia mossambicensis,aspilia mossambicensis (oliv.) wild,8,3,1997,67
kuchar 22141,aspilia,aspilia mossambicensis,aspilia mossambicensis (oliv.) wild,8,6,1999,159
simon 49,aspilia,aspilia mossambicensis,aspilia mossambicensis (oliv.) wild,31,10,1998,304
de nevers 3177,aspilia,aspilia mossambicensis,aspilia mossambicensis (oliv.) wild,3,4,1984,94
mwangoka 3097,aspilia,aspilia mossambicensis,aspilia mossambicensis (oliv.) wild,29,7,2004,211
"simon, v; metele, p; abeid, ys; fakih, sa  49",aspilia,aspilia mossambicensis,aspilia mossambicensis (oliv.) wild,31,10,1998,304
laizer 1474,aspilia,aspilia mossambicensis,aspilia mossambicensis (oliv.) wild,16,2,2006,47
abeid 3544,aspilia,aspilia mossambicensis,aspilia mossambicensis (oliv.) wild,14,10,2012,288
1224,aspilia,aspilia pluriseta,aspilia pluriseta,24,10,1992,298
harder 1224,aspilia,aspilia pluriseta,aspilia pluriseta schweinf.,24,10,1992,298
harder 1314,aspilia,aspilia pluriseta,aspilia pluriseta schweinf.,29,10,1992,303
kuchar 22900,aspilia,aspilia pluriseta,aspilia pluriseta schweinf.,29,1,2000,29
1314,aspilia,aspilia pluriseta,aspilia pluriseta,29,10,1992,303
"bingham, mg  10260",aspilia,aspilia pluriseta,aspilia pluriseta schweinf. subsp. pluriseta,7,1,1995,7
harder 1374,asplenium,asplenium aethiopicum,asplenium aethiopicum (burm. f.) bech.,2,11,1992,307
lovett 651,asplenium,asplenium aethiopicum,asplenium aethiopicum (burm. f.) bech.,13,4,1986,103
"lovett, jc; lovett, jm  651",asplenium,asplenium aethiopicum,asplenium aethiopicum (burm.f.) bech.,13,4,1986,103
lovett 649,asplenium,asplenium theciferum,asplenium theciferum var. concinnum (schrad.) schelpe,13,4,1986,103
harder 1324,aster,aster tansaniensis,aster tansaniensis w. lippert,29,10,1992,303
1070,,asteraceae,asteraceae,22,5,1985,142
,,asteraceae,asteraceae,27,3,1985,86
12643,astripomoea,astripomoea hyoscyamoides,astripomoea hyoscyamoides (vatke) verdc.,11,12,2002,345
festo 1974,asystasia,asystasia gangetica,asystasia gangetica (l.) t. anderson,8,6,2005,159
7020,asystasia,asystasia gangetica,asystasia gangetica,7,1,1991,7
de nevers 3221,asystasia,asystasia gangetica,asystasia gangetica (l.) t. anderson,8,4,1984,99
kibure 841,balanites,balanites aegyptiaca,balanites aegyptiaca (l.) delile,23,4,2003,113
harder 2147,baphia,baphia bequaertii,baphia bequaerti de wild.,25,11,1993,329
"harder, dk; merello, mc; nkhoma, cn; malama, e  2147",baphia,baphia bequaertii,baphia bequaertii de wild.,25,11,1993,329
,barbula,barbula,barbula pertorquata müll.hal.,4,6,1972,156
"pócs, t; isango, ja 99/ 30 /ba",barbula,barbula eubryum,barbula eubryum müll.hal.,14,5,1999,134
"pócs, t; orban, s 89/ 157 z",barbula,barbula eubryum,barbula eubryum müll.hal.,26,5,1989,146
"pócs, t; isango, ja 99/ 30 /ak",barbula,barbula eubryum,barbula eubryum müll.hal.,14,5,1999,134
"pócs, s  9925 /j",barbula,barbula tenuirostris,barbula tenuirostris brid.,10,5,1999,130
kindeketa 1100,barleria,barleria calophylloides,barleria calophylloides lindau,15,6,2001,166
kuchar 22108,barleria,barleria calophylloides,barleria calophylloides lindau,8,6,1999,159
mollel 583,barleria,barleria calophylloides,barleria calophylloides lindau,13,6,2001,164
1112,barleria,barleria diplotricha,barleria diplotricha i.darbysh. & ndang.,29,10,2007,302
de nevers 3225,barleria,barleria fulvostellata,barleria fulvostellata c.b. clarke,8,4,1984,99
3813,barleria,barleria griseoviridis,barleria griseoviridis i.darbysh.,8,5,1997,128
3813,barleria,barleria griseoviridis,barleria griseoviridis i.darbysh.,8,5,1997,128
3813,barleria,barleria griseoviridis,barleria griseoviridis,8,5,1997,128
de nevers 3376,barleria,barleria holstii,barleria holstii lindau,1,5,1984,122
"malaisse, f; goetghebeur, p  466",barleria,barleria kaessneri,barleria kaessneri s.moore,5,5,1985,125
2808,barleria,barleria mpandensis,barleria mpandensis i.darbysh. subsp. tomentella i.darbysh.,14,7,1960,196
2808,barleria,barleria mpandensis,barleria mpandensis i.darbysh. subsp. tomentella i.darbysh.,14,7,1960,196
151,barleria,barleria mpandensis,barleria mpandensis i.darbysh.,29,7,1948,211
mwangoka 4171,barleria,barleria mpandensis,barleria mpandensis subsp. mpandensis,16,8,2005,228
luke 16250,barleria,barleria mpandensis,barleria mpandensis subsp. mpandensis,20,6,2014,171
151,barleria,barleria mpandensis,barleria mpandensis i.darbysh.,29,7,1948,211
