gbif:canonicalName,FAMILY,dwc:genus,species,dwc:specificEpithet,Day,Month,Year,Day of the year
antidesma ghesaembilla,,antidesma,antidesma ghaesembilla,ghesaembilla,16,4,1994,
antidesma ghesaembilla,,antidesma,antidesma ghaesembilla,ghesaembilla,,,,106
antidesma ghesaembilla,,antidesma,antidesma ghaesembilla,ghesaembilla,,,,
antidesma paniculatum,,antidesma,antidesma paniculatum roxb.,paniculatum,,,,
antidesma roxburghii,,antidesma,antidesma roxburghii wall.,roxburghii,27,5,1999,
antidesma roxburghii,,antidesma,antidesma roxburghii wall. ex tul.,roxburghii,27,5,1999,
antidesma roxburghii,,antidesma,antidesma roxburghii wall. ex tul.,roxburghii,,,,147
antidesma roxburghii,,antidesma,antidesma roxburghii wall. ex tul.,roxburghii,,,,147
antidesma velutinum,,antidesma,antidesma velutinum tul.,velutinum,16,5,1999,136
aphanamixis polystachya,,aphanamixis,aphanamixis polystachya,polystachya,7,8,1886,
aphanamixis polystachya,,aphanamixis,aphanamixis rohituka (roxb.) pierre,polystachya,,,,219
,,,apocynaceae,,21,4,1994,
aponogeton monostachyos,,aponogeton,aponogeton monostachyos l.f.,monostachyos,,,,
aporosa octandra octandra,Phyllanthaceae,aporosa,aporosa oblonga,octandra,24,5,1967,
aporosa octandra octandra,Phyllanthaceae,aporosa,aporosa oblonga,octandra,,,,
aporosa octandra octandra,Phyllanthaceae,aporosa,aporosa oblonga,octandra,15,5,1999,39
aporosa octandra,Phyllanthaceae,aporosa,aporosa octandra,octandra,1,2,1989,1
aporosa octandra,Phyllanthaceae,aporosa,aporosa octandra,octandra,1,4,1869,
aporosa octandra,Phyllanthaceae,aporosa,aporosa octandra,octandra,8,3,1873,54
aporosa octandra,Phyllanthaceae,aporosa,aporosa octandra,octandra,1,1,1886,53
aporosa octandra,Phyllanthaceae,aporosa,aporosa octandra,octandra,1,1,1886,86
aporosa octandra,Phyllanthaceae,aporosa,aporosa octandra,octandra,23,2,1945,32
aporosa octandra,Phyllanthaceae,aporosa,aporosa octandra,octandra,,,,1
aporosa octandra,Phyllanthaceae,aporosa,aporosa octandra,octandra,27,3,1966,67
aporosa octandra,Phyllanthaceae,aporosa,aporosa octandra,octandra,22,2,1876,
aporosa octandra,Phyllanthaceae,aporosa,aporosa octandra,octandra,,,,
aporosa octandra,Phyllanthaceae,aporosa,aporosa octandra,octandra,,,,
aporosa octandra,Phyllanthaceae,aporosa,aporosa octandra,octandra,,,,91
aporosa wallichii,Phyllanthaceae,aporosa,aporosa wallichii ,wallichii,14,4,1994,
aporosa wallichii,Phyllanthaceae,aporosa,aporosa wallichii ,wallichii,15,5,1999,190
aporosa wallichii,Phyllanthaceae,aporosa,aporosa wallichii ,wallichii,18,5,1999,
aporosa wallichii,Phyllanthaceae,aporosa,aporosa wallichii ,wallichii,12,6,1999,104
aporosa wallichii,Phyllanthaceae,aporosa,aporosa wallichii ,wallichii,9,7,1851,135
aporosa wallichii,Phyllanthaceae,aporosa,aporosa wallichii ,wallichii,,,,138
aporosa wallichii,Phyllanthaceae,aporosa,aporosa wallichii ,wallichii,,,,
aporosa wallichii,Phyllanthaceae,aporosa,aporosa wallichii ,wallichii,,,,
aporosa wallichii,Phyllanthaceae,aporosa,aporosa wallichii ,wallichii,,,,163
aporosa wallichii,Phyllanthaceae,aporosa,aporosa wallichii ,wallichii,,,,
,,,aporusa roxburghii,,14,4,1994,161
aquilaria malaccensis,,aquilaria,aquilaria malaccensis lam.,malaccensis,25,5,1999,145
aquilaria malaccensis,,aquilaria,aquilaria malaccensis lam.,malaccensis,25,5,1999,145
,,undesignated,araceae juss.,undesignated,,,,138
aralia thomsonii,,aralia,aralia thomsonii seem. ex c.b.clarke,thomsonii,,,,
aralia thomsonii,,aralia,aralia thomsonii seem. ex c.b.clarke,thomsonii,,,,
aralia thomsonii,,aralia,aralia thomsonii seem. ex c.b.clarke,thomsonii,,,,
aralia thomsonii,,aralia,aralia thomsonii seem. ex c.b.clarke,thomsonii,,,,
aralia thomsonii,,aralia,aralia thomsonii seem. ex c.b.clarke,thomsonii,,,,
archidendron clypearia,,archidendron,archidendron clypearia,clypearia,7,4,1949,97
archidendron clypearia,,archidendron,archidendron clypearia,clypearia,3,4,1997,152
archidendron clypearia,,archidendron,archidendron clypearia,clypearia,31,5,2000,
archidendron clypearia,,archidendron,archidendron clypearia,clypearia,,,,93
archidendron clypearia,,archidendron,archidendron clypearia,clypearia,3,4,1997,93
archidendron jiringa,,archidendron,archidendron jiringa (jack) i.c.nielsen,jiringa,15,5,1999,135
ardisia griffithii,,ardisia,ardisia griffithii c.b.clarke,griffithii,,,,
,,ardisia,ardisia humilis,humilis,10,1,1927,
,,ardisia,ardisia humilis,humilis,1,4,1989,277
,,ardisia,ardisia humilis,humilis,6,8,1992,
,,ardisia,ardisia khasiana c.b. clarke,khasiana,15,5,1999,145
,,ardisia,ardisia khasiana c.b. clarke,khasiana,18,5,1999,144
,,ardisia,ardisia khasiana c.b.clarke,khasiana,15,5,1999,
ardisia elliptica,,ardisia,ardisia solanacea roxb.,elliptica,24,5,1994,144
ardisia elliptica,,ardisia,ardisia solanacea roxb.,elliptica,24,5,1994,144
,,ardisia,ardisia sw.,undesignated,5,6,1999,199
,,ardisia,ardisia virens kurz,virens,,,,128
areca triandra,,areca,areca triandra roxb.,triandra,,,,
areca triandra,,areca,areca triandra roxb.,triandra,,,,
areca triandra,,areca,areca triandra roxb.,triandra,,,,
argemone mexicana,,argemone,argemone mexicana l.,mexicana,19,3,1899,78
argemone mexicana,,argemone,argemone mexicana l.,mexicana,,,,
argyreia capitiformis,,argyreia,argyreia capitata,capitiformis,8,12,1944,343
argyreia capitiformis,,argyreia,argyreia capitata,capitiformis,6,8,1992,219
argyreia capitiformis,,argyreia,argyreia capitata (vahl) choisy,capitiformis,10,5,1994,130
argyreia strigosa,,argyreia,argyreia strigosa,strigosa,9,12,1988,344
argyreia strigosa,,argyreia,argyreia strigosa,strigosa,10,8,1886,222
aristolochia acuminata,,aristolochia,aristolochia acuminata,acuminata,22,4,1886,
aristolochia acuminata,,aristolochia,aristolochia acuminata,acuminata,22,4,1887,112
aristolochia acuminata,,aristolochia,aristolochia acuminata lam.,acuminata,,,,112
aristolochia bracteolata,,aristolochia,aristolochia bracteata retz.,bracteolata,,,,
aristolochia indica,,aristolochia,aristolochia indica l.,indica,9,12,1892,344
aristolochia acuminata,,aristolochia,aristolochia roxburghiana,acuminata,22,4,1886,147
aristolochia acuminata,,aristolochia,aristolochia tagala,acuminata,16,8,1992,
aristolochia acuminata,,aristolochia,aristolochia tagala,acuminata,27,5,1999,
aristolochia acuminata,,aristolochia,aristolochia tagala,acuminata,,,,112
aristolochia acuminata,,aristolochia,aristolochia tagala,acuminata,,,,229
artemisia,,artemisia,artemisia carvifolia buch.-ham. ex roxb.,carvifolia,7,5,1850,127
artemisia,,artemisia,artemisia carvifolia buch.-ham. ex roxb.,carvifolia,7,5,1850,143
artemisia,,artemisia,artemisia carvifolia buch.-ham. ex roxb.,carvifolia,23,5,1850,127
artemisia dubia,,artemisia,artemisia dubia wall. ex besser,dubia,,,,
artemisia japonica,,artemisia,artemisia japonica thumb.,japonica,,,,
artemisia japonica,,artemisia,artemisia japonica thumb.,japonica,,,,
arthraxon hispidus,,arthraxon,arthraxon micans (nees) hochst.,hispidus,,,,
artocarpus chaplasha,Artocarpaceae,artocarpus,artocarpus chama buch.-ham.,chaplasha,15,4,1994,
artocarpus chaplasha,Artocarpaceae,artocarpus,artocarpus chaplasha roxb.,chaplasha,17,4,1808,108
artocarpus chaplasha,Artocarpaceae,artocarpus,artocarpus chaplasha roxb.,chaplasha,,,,105
artocarpus lacucha,Artocarpaceae,artocarpus,artocarpus lacucha buch.-ham.,lacucha,10,5,1994,
artocarpus lacucha,Artocarpaceae,artocarpus,artocarpus lacucha buch.-ham.,lacucha,,,,
artocarpus lacucha,Artocarpaceae,artocarpus,artocarpus lacucha buch.-ham.,lacucha,,,,130
artocarpus lacucha,Artocarpaceae,artocarpus,artocarpus lacucha buch.-ham.,lacucha,,,,112
artocarpus lacucha,Artocarpaceae,artocarpus,artocarpus lacucha buch.-ham.,lacucha,,,,200
artocarpus lacucha,Artocarpaceae,artocarpus,artocarpus lakoocha,lacucha,19,7,1967,
artocarpus lacucha,Artocarpaceae,artocarpus,artocarpus lakoocha,lacucha,30,8,1967,
artocarpus lacucha,Artocarpaceae,artocarpus,artocarpus lakoocha,lacucha,22,4,1886,112
artocarpus lacucha,Artocarpaceae,artocarpus,artocarpus lakoocha,lacucha,22,4,1886,
artocarpus lacucha,Artocarpaceae,artocarpus,artocarpus lakoocha roxb.,lacucha,,,,
artocarpus lacucha,Artocarpaceae,artocarpus,artocarpus lakoocha roxb.,lacucha,,,,242
arundina graminifolia,,arundina,arundina bambusifolia lindl.,graminifolia,,,,
arundina graminifolia,,arundina,arundina graminifolia (d.don) hochr.,graminifolia,15,3,1999,74
,,undesignated,asclepiadaceae borkh.,undesignated,9,6,1979,
asclepias curassavica,,asclepias,asclepias curassavica l.,curassavica,,,,
asparagus racemosus,,asparagus,asparagus acerosus,racemosus,15,9,1944,259
asparagus racemosus,,asparagus,asparagus acerosus,racemosus,18,7,1992,200
aspidium canescens,,aspidium,aspidium canescens wall.,canescens,,,,
aspidium variolosum,,aspidium,aspidium variolosum,variolosum,16,6,1867,167
asplenium varians,,asplenium,asplenium caespitosum wall.,varians,,,,221
asplenium auritum,,asplenium,asplenium esculentum sw.,auritum,,,,
asplenium auritum,,asplenium,asplenium esculentum sw.,auritum,,,,
asplenium varians,,asplenium,asplenium laciniatum var. laciniatum d.don,varians,9,8,1819,
asplenium varians,,asplenium,asplenium laciniatum var. laciniatum d.don,varians,,,,
asplenium cuspidatum,,asplenium,asplenium lanceum,cuspidatum,10,1,1869,10
astilbe khasiana,,astilbe,astilbe khasiana hallier f.,khasiana,,,,
astragalus,,astragalus,astragalus section polycladusstrictus graham ex benth.,strictus,,,,
,,asystasia,asystasia neesiana nees,neesiana,1,11,1978,
atalantia,,atalantia,atalantia  corrêa,,26,9,1877,269
avicennia,,avicennia,avicennia  l.,,16,3,1979,75
avicennia marina marina,,avicennia,avicennia alba,marina,5,8,1902,217
avicennia marina,,avicennia,avicennia marina (forssk.) vierh.,marina,31,5,2000,152
avicennia marina marina,,avicennia,avicennia officinalis,marina,1,8,1902,152
avicennia marina marina,,avicennia,avicennia officinalis l.,marina,31,5,2000,213
axonopus compressus,,axonopus,axonopus compressus,compressus,30,7,1943,231
axonopus compressus,,axonopus,axonopus compressus,compressus,18,8,1992,211
azolla pinnata,,azolla,azolla pinnata,pinnata,25,1,1943,25
azolla pinnata,,azolla,azolla pinnata,pinnata,10,7,1944,192
baccaurea racemosa,,baccaurea,baccaurea racemosa (reinw. ex blume) müll.arg.,racemosa,,,,
baccaurea ramiflora,,baccaurea,baccaurea ramiflora,ramiflora,1,4,1997,86
baccaurea ramiflora,,baccaurea,baccaurea ramiflora lour.,ramiflora,27,3,1966,
baccaurea ramiflora,,baccaurea,baccaurea ramiflora lour.,ramiflora,1,4,1997,
baccaurea ramiflora,,baccaurea,baccaurea ramiflora lour.,ramiflora,,,,91
baccaurea ramiflora,,baccaurea,baccaurea sapida,ramiflora,,,,
baccaurea ramiflora,,baccaurea,baccaurea sapida,ramiflora,,,,
baccaurea ramiflora,,baccaurea,baccaurea sapida,ramiflora,,,,91
baccaurea ramiflora,,baccaurea,baccaurea sapida,ramiflora,,,,
,,bacopa,bacopa chamaedryoides,chamaedryoides,17,7,1992,220
bacopa monnieri,,bacopa,bacopa monnieri,monnieri,14,8,1992,
bacopa monnieri,,bacopa,bacopa monnieri (l.) wettst.,monnieri,,,,227
balakata baccata,,balakata,balakata baccata (roxb.) esser,baccata,10,6,1979,
balakata baccata,,balakata,balakata baccata (roxb.) esser,baccata,8,5,1994,161
balakata baccata,,balakata,balakata baccata (roxb.) esser,baccata,3,4,1997,93
balakata baccata,,balakata,balakata baccata (roxb.) esser,baccata,,,,128
balakata baccata,,balakata,balakata baccata (roxb.) esser,baccata,,,,
balakata baccata,,balakata,balakata baccata (roxb.) esser,baccata,,,,
baliospermum calycinum,,baliospermum,baliospermum calycinum müll.arg. var. densiflorum (d.g.long) chakrab. & n.p.balakr.,calycinum,14,6,2000,166
,,,baliospermum montanum,,21,4,1994,10
baliospermum solanifolium,,baliospermum,baliospermum solanifolium (burm.) suresh,solanifolium,21,4,1994,
baliospermum solanifolium,,baliospermum,baliospermum solanifolium (burm.) suresh,solanifolium,,,,111
,Fabaceae,bambusa,bambusa  schreb.,,31,5,2000,94
bambusa longispiculata,Fabaceae,bambusa,bambusa longispiculata,longispiculata,25,11,1934,
bambusa longispiculata,Fabaceae,bambusa,bambusa longispiculata,longispiculata,,,,329
bambusa tulda,Fabaceae,bambusa,bambusa tulda,tulda,,,,
bambusa tulda,Fabaceae,bambusa,bambusa tulda,tulda,,,,
barringtonia acutangular,,barringtonia,barringtonia acutangula,acutangular,1,4,1989,
barringtonia acutangular,,barringtonia,barringtonia acutangula,acutangular,2,5,1992,123
barringtonia acutangular,,barringtonia,barringtonia acutangula,acutangular,17,7,1992,199
barringtonia acutangular,,barringtonia,barringtonia acutangula (l.) gaertn.,acutangular,24,5,1994,144
barringtonia acutangular,,barringtonia,barringtonia acutangula (l.) gaertn.,acutangular,,,,91
,,bauhinia,bauhinia acuminata,acuminata,20,8,1944,113
,,bauhinia,bauhinia acuminata l.,acuminata,9,8,1886,243
,,bauhinia,bauhinia purpurea,purpurea,9,12,1988,
,,bauhinia,bauhinia purpurea,purpurea,31,7,1992,213
bauhinia wallichii,,bauhinia,bauhinia wallichii j.f.macbr.,wallichii,,,,
bauhinia wallichii,,bauhinia,bauhinia wallichii j.f.macbr.,wallichii,,,,
bauhinia wallichii,,bauhinia,bauhinia wallichii j.f.macbr.,wallichii,,,,
beaumontia grandiflora,,beaumontia,beaumontia grandiflora wall.,grandiflora,,,,
begonia josephi,,begonia,begonia josephi a.dc.,josephi,,,,
begonia josephi,,begonia,begonia josephi a.dc.,josephi,,,,
begonia roxburghii,,begonia,begonia roxburghii (miq.) a.dc.,roxburghii,31,12,1850,365
,,begonia,begonia sp.,sp.,12,5,1945,221
,,begonia,begonia sp.,sp.,12,5,1945,
begonia thomsonii,,begonia,begonia thomsonii a.dc.,thomsonii,,,,
begonia thomsonii,,begonia,begonia thomsonii a.dc.,thomsonii,,,,
begonia thomsonii,,begonia,begonia thomsonii a.dc.,thomsonii,,,,
beilschmiedia roxburghiana,,beilschmiedia,beilschmiedia fagifolia nees,roxburghiana,,,,
beilschmiedia roxburghiana,,beilschmiedia,beilschmiedia fagifolia nees,roxburghiana,,,,
beilschmiedia roxburghiana,,beilschmiedia,beilschmiedia fagifolia nees,roxburghiana,,,,
benkara malabarica,,benkara,benkara malabarica (lam.) tirveng.,malabarica,3,6,2000,155
bhesa robusta,,bhesa,bhesa robusta,robusta,22,4,1886,
bhesa robusta,,bhesa,bhesa robusta,robusta,22,4,1886,
bhesa robusta,,bhesa,bhesa robusta,robusta,,,,
bhesa robusta,,bhesa,bhesa robusta,robusta,,,,
bhesa robusta,,bhesa,bhesa robusta,robusta,,,,
bhesa robusta,,bhesa,bhesa robusta,robusta,,,,112
bhesa robusta,,bhesa,bhesa robusta,robusta,,,,112
bidens bipinnata,,bidens,bidens decomposita wall.,bipinnata,,,,
biophytum sensitivum,,biophytum,biophytum sensitivum,sensitivum,,,,
bischofia javanica,,bischofia,bischofia javanica,javanica,24,4,1997,249
bischofia javanica,,bischofia,bischofia javanica  blume,javanica,5,9,1944,73
bischofia javanica,,bischofia,bischofia javanica  blume,javanica,14,3,1945,114
bischofia javanica,,bischofia,bischofia javanica blume,javanica,24,4,1997,114
blechnum orientale,,blechnum,blechnum orientale,orientale,21,4,1994,1
blechnum orientale,,blechnum,blechnum orientale,orientale,1,1,1978,147
blechnum orientale,,blechnum,blechnum orientale,orientale,21,4,1994,111
blechnum orientale,,blechnum,blechnum orientale,orientale,21,4,1994,111
blechnum orientale,,blechnum,blechnum orientale,orientale,27,5,1999,154
blechnum orientale,,blechnum,blechnum orientale,orientale,27,5,1999,147
blechnum orientale,,blechnum,blechnum orientale,orientale,2,6,2000,111
blumea balsamifera,Asteraceae,blumea,blumea balsamifera,balsamifera,9,8,1876,104
blumea balsamifera,Asteraceae,blumea,blumea balsamifera (l.) dc.,balsamifera,14,4,1946,222
blumea balsamifera,Asteraceae,blumea,blumea balsamifera (l.) dc.,balsamifera,,,,
blumea fistulosa,Asteraceae,blumea,blumea fistulosa (roxb.) kurz,fistulosa,26,2,1873,57
blumea fistulosa,Asteraceae,blumea,blumea fistulosa (roxb.) kurz,fistulosa,26,2,1873,57
blumea hieracifolia,Asteraceae,blumea,blumea hieraciifolia (d. don) dc.,hieracifolia,,,,80
blumea hieracifolia,Asteraceae,blumea,blumea hieraciifolia (spreng.) dc. var. hieraciifolia,hieracifolia,,,,
blumea hieracifolia,Asteraceae,blumea,blumea hieraciifolia var. hieraciifolia,hieracifolia,21,3,1945,
,Asteraceae,blumea,blumea lacera,lacera,24,12,1944,199
,Asteraceae,blumea,blumea lacera (burm. f.) dc.,lacera,17,4,1946,222
,Asteraceae,blumea,blumea lacera (burm. f.) dc.,lacera,,,,155
blumea laciniata,Asteraceae,blumea,blumea laciniata,laciniata,8,1,1945,8
blumea lanceolaria,Asteraceae,blumea,blumea lanceolaria (roxb.) druce. var. lanceolaria,lanceolaria,,,,
blumea lanceolaria,Asteraceae,blumea,blumea lanceolaria (roxb.) druce. var. lanceolaria,lanceolaria,,,,
blumea membranacea,Asteraceae,blumea,blumea membranacea  var. membranacea,membranacea,,,,
blumea membranacea,Asteraceae,blumea,blumea membranacea  var. membranacea,membranacea,,,,
,Asteraceae,blumea,blumea mollis,mollis,19,3,1899,
blumea lanceolaria spectabilis,Asteraceae,blumea,blumea myriocephala,lanceolaria,6,9,1944,250
blumea lanceolaria spectabilis,Asteraceae,blumea,blumea myriocephala,lanceolaria,14,3,1945,73
blumea oxyodonta,Asteraceae,blumea,blumea oxyodonta,oxyodonta,24,2,1945,
blumea oxyodonta,Asteraceae,blumea,blumea oxyodonta dc.,oxyodonta,18,4,1946,108
blumea oxyodonta,Asteraceae,blumea,blumea oxyodonta dc.,oxyodonta,,,,55
,Asteraceae,blumea,blumea virens,virens,,,,228
,Asteraceae,blumea,blumea virens dc.,virens,,,,229
blyxa aubertii,,blyxa,blyxa aubertii rich. var. echinosperma (c.b.clarke) c.d.k.cook & luond,aubertii,2,9,1871,245
boehmeria depauperata,,boehmeria,boehmeria depauperata webb.,depauperata,,,,112
boehmeria depauperata,,boehmeria,boehmeria depauperata wedd.,depauperata,25,4,1997,
boehmeria depauperata,,boehmeria,boehmeria malabarica,depauperata,22,4,1886,115
boerhavia repens,,boerhavia,boerhavia repens,repens,25,7,1992,207
bolbitis appendiculata,,bolbitis,bolbitis appendiculata subsp. vivipara,appendiculata,,,,
bolbitis appendiculata,,bolbitis,bolbitis appendiculata var. appendiculata,appendiculata,,,,
bolbitis deltigera,,bolbitis,bolbitis deltigera (wall.) c.chr.,deltigera,13,2,1873,44
,,bolbitis,bolbitis sinensis (baker) k.iwats.,sinensis,,,,
,,bolbitis,bolbitis sp.,sp.,6,8,1992,160
bombax ceiba,,bombax,bombax ceiba,ceiba,24,5,1968,
bombax ceiba,,bombax,bombax ceiba,ceiba,,,,
bombax ceiba,,bombax,bombax ceiba l.,ceiba,,,,145
bonamia semidigyna,,bonamia,bonamia semidigyna,semidigyna,28,10,1943,301
bonamia semidigyna,,bonamia,bonamia semidigyna (roxb.) hallier f. var. semidigyna (roxb.) hallier f.,semidigyna,,,,
bonamia semidigyna,,bonamia,bonamia semidigyna (roxb.) hallier f. var. semidigyna (roxb.) hallier f.,semidigyna,,,,
bonamia semidigyna,,bonamia,bonamia semidygyna (roxb.) hallier f.,semidigyna,,,,
bonatea panduana,,bonatea,bonatea panduana lindl.,panduana,,,,
bonnaya antipoda,,bonnaya,bonnaya verbenifolia,antipoda,,,,
bothriochloa bladhii,,bothriochloa,bothriochloa bladhii (retz.) s.t.blake,bladhii,,,,
bouea oppositifolia,,bouea,bouea oppositifolia,oppositifolia,24,12,1944,359
brachiaria kurzii,,brachiaria,brachiaria kurzii (hook.f.) a. camus,kurzii,8,6,1867,282
brachiaria kurzii,,brachiaria,brachiaria kurzii (hook.f.) a. camus,kurzii,9,10,1871,159
brachystemma calycinum,,brachystemma,brachystemma calycinum d.don,calycinum,,,,
brachystemma calycinum,,brachystemma,brachystemma calycinum d.don,calycinum,,,,
brachytome wallichii,,brachytome,brachytome wallichii hook.f.,wallichii,,,,
