(???) recordNumber,dwc:genus,gbif:canonicalName,dwc:scientificName,Day,Month,Year,Day of the Year
DJP03T1E3P1S1-1,nectandra,nectandra longifolia,nectandra longifolia (ruiz & pav.) nees,13,8,1973,225
LCP01T5E3P2S1-3,biophytum,biophytum soukupii,biophytum soukupii,5,11,1986,309
LCP121T5E5P2S5-1,drymonia,drymonia semicordata,drymonia semicordata (poepp.) wiehler,21,10,1979,294
DJP02T1E1P1S1-2,fridericia,fridericia pubescens,arrabidaea dc.,19,10,1979,292
DJP014T1E1P1S3-4,naucleopsis,naucleopsis krukovii,naucleopsis krukovii (standl.) c.c. berg,16,10,2001,289
DJP32T1E5P3S1-4,ficus,ficus insipida,ficus insipida willd.,17,8,1974,229
DJP06T1E3P1S1-3,markea,,markea ulei (dammer) cuatrec.,8,9,1983,251
DJP164T1E1P2S2-2,anthurium,anthurium eminens,anthurium eminens schott,16,10,1979,289
LCP08T5E1P2S1-5,coussarea,coussarea tortilis,coussarea tortilis standl.,11,8,1983,223
LCP121T5E5P2S5-3,bignonia,bignonia sciuripabula,bignonia sciuripabulum (hovel.) l.g. lohmann,9,10,1982,282
LCP05T5E3P3S1-5,lindackeria,lindackeria paludosa,lindackeria paludosa (benth.) gilg,26,7,1986,207
DJP01T1E4P3S1-3,caraipa,caraipa myrcioides,caraipa myrcioides ducke,8,8,1983,220
LCP01T5E3P1S1-3,fridericia,fridericia dichotoma,fridericia dichotoma (jacq.) l.g. lohmann,16,10,1979,289
LCP09T5E4P2S1-2,guarea,,guarea macrophylla subsp. tuberculata (vell.) t.d. penn.,18,8,1989,230
DJP03T1E3P1S1-5,inga,inga umbellifera,inga umbellifera (vahl) steud.,18,8,1989,230
LCP155T5E5P3S4-3,ormosia,ormosia coarctata,ormosia coarctata jacks.,28,7,1986,209
LCP044T5E1P1S5-3,struthanthus,struthanthus vulgaris,struthanthus mart.,20,10,1995,293
DJP014T1E1P1S3-3,tabernaemontana,tabernaemontana sananho,tabernaemontana sananho ruiz & pav.,16,8,1986,228
LCP09T5E4P2S1-3,undesignated,,annonaceae juss.,17,8,1974,229
DJP03T1E3P1S1-4,bauhinia,,bauhinia glabra jacq.,12,8,1973,224
LCP121T5E5P2S5-5,ipomoea,ipomoea regnellii,ipomoea regnellii meisn.,13,9,1986,256
LCP01T5E4P2S1-1,ardisia,ardisia albovirens,ardisia albovirens mez,19,8,1986,231
LCP03T5E3P1S1-2,fridericia,fridericia schumanniana,fridericia schumanniana (loes.) l.g. lohmann,7,6,2001,158
DJP08T1E3P3S1-3,siparuna,siparuna cuspidata,siparuna cuspidata (tul.) a. dc.,18,8,1989,230
LCP01T5E3P2S1-1,adiantum,adiantum poeppigianum,adiantum poeppigianum (kuhn) hieron.,8,10,1991,281
LCP155T5E5P3S4-2,guarea,,guarea macrophylla subsp. pendulispica (c. dc.) t.d. penn.,13,10,1982,286
LCP121T5E5P2S5-2,pithecoctenium,pithecoctenium cruigerum,pithecoctenium crucigerum (l.) a.h. gentry,23,6,2001,174
LCP03T5E3P1S1-1,quararibea,quararibea wittii,quararibea wittii k. schum. & ulbr.,10,8,1983,222
LCP01T5E5P3S1-1,begonia,,begonia hook. f.,17,8,1974,229
LCP02T5E1P2S1-2,quararibea,quararibea guianensis,quararibea aubl.,21,10,1979,294
LCP01T5E5P3S1-3,solanum,solanum lepidotum,solanum lepidotum dunal,17,10,1979,290
DJP05T1E1P1S1-4,klarobelia,klarobelia candida,klarobelia candida chatrou,10,8,1981,222
LCP01T5E2P3S1-3,neea,neea spruceana,neea spruceana heimerl,13,10,1982,286
LCP032T5E1P1S4-3,anthurium,anthurium flavescens,anthurium flavescens poepp.,28,10,1980,302
LCP01T5E2P3S1-4,mendoncia,mendoncia aspera,mendoncia aspera,31,10,1986,304
LCP01T5E3P2S1-4,pouteria,,pouteria aubl.,28,8,1984,241
LCP03T5E1P3S1-3,undesignated,,undesignated,8,8,1986,220
LCP03T5E4P1S1-5,conchocarpus,conchocarpus transitionalis,conchocarpus transitionalis (rizzini) kallunki & pirani,6,11,1986,310
LCP05T5E3P3S1-4,inga,inga cinnamomea,inga cinnamomea spruce ex benth.,1,3,1981,60
DJP05T1E1P1S1-1,hirtella,hirtella burchellii,hirtella burchellii britton,19,8,1986,231
LCP01T5E3P2S1-2,undesignated,,chrysobalanaceae r. br.,18,8,1989,230
LCP08T4E5P3S1-4,virola,virola calophylla,virola calophylla (spruce) warb.,18,8,1989,230
LCP03T5E4P1S1-4,nectandra,nectandra turbacensis,nectandra turbacensis (kunth) nees,30,8,1990,242
LCP09T5E4P2S1-4,psychotria,psychotria tenuicaulis,psychotria tenuicaulis k. krause,12,11,1982,316
LCP01T5E5P3S1-2,ficus,ficus schultesii,ficus schultesii dugand,14,8,1986,226
LCP01T5E3P1S1-1,fevillea,fevillea pedatifolia,fevillea pedatifolia (cogn.) c. jeffrey,1,10,1980,275
LCP09T5E2P3S2-3,batocarpus,batocarpus costaricensis,batocarpus costaricensis standl. & l.o. williams,10,8,1983,222
LCP05T5E3P3S1-3,sorocea,sorocea briquetii,sorocea briquetii j.f. macbr.,18,8,1989,230
DJP01T1E4P1S1-1,pourouma,pourouma guianensis,pourouma guianensis aubl.,8,8,1986,220
LCP03T4E5P3S1-5,bixa,bixa platycarpa,bixa platycarpa ruiz & pav. ex g. don,31,7,1986,212
LCP03T5E3P1S1-4,capparis,capparis viscosa,capparis l.,8,10,1991,281
LCP012T4E4P1S1-4,hirtella,,hirtella l.,25,9,1991,268
LCP01T5E3P2S1-5,lecointea,lecointea peruviana,lecointea peruviana var. peruviana,22,8,1984,235
LCP03T5E1P2S1-5,inga,inga,inga capitata desv.,10,8,1983,222
LCP08T5E2P3S2-3,inga,inga,inga nobilis willd.,10,8,1983,222
LCP155T5E5P3S4-4,guarea,,guarea macrophylla subsp. pachycarpa (c. dc.) t.d. penn.,17,10,1979,290
LCP03T5E4P1S1-3,inga,inga alba,inga alba (sw.) willd.,18,8,1989,230
LCP03T5E1P3S1-2,inga,inga,inga striata benth.,19,8,1983,231
LCP011T5E2P1S2-4,andira,,andira lam.,20,10,1995,293
LCP015T5E2P1S2-5,sparattanthelium,sparattanthelium tarapotanum,sparattanthelium tarapotanum meisn.,1,10,1980,275
LCP08T5E2P3S2-5,piper,piper sintenense,piper hispidum sw.,13,10,1982,286
LCP01T5E5P3S1-4,justicia,justicia ruiziana,justicia ruiziana (nees) lindau,13,9,1982,256
LCP011T5E2P1S2-5,alchorneopsis,alchorneopsis floribunda,alchorneopsis floribunda (benth.) müll. arg.,10,8,1984,223
LCP01T5E3P1S1-2,vochysia,vochysia haenkeana,vochysia haenkeana mart.,16,10,1991,289
LCP05T5E3P3S1-1,guarea,guarea kunthiana,guarea kunthiana a. juss.,8,8,1983,220
LCP02T5E1P2S1-1,trichilia,trichilia maynasiana,trichilia maynasiana subsp. maynasiana,16,8,1986,228
LCP09T5E2P3S2-2,guarea,,guarea macrophylla subsp. pendulispica (c. dc.) t.d. penn.,2,8,1983,214
LCP01T5E2P3S1-2,psychotria,psychotria carthagenensis,psychotria carthagenensis jacq.,12,9,1986,255
LCP011T5E2P1S2-3,bignonia,bignonia uleana,bignonia uleana (kraenzl.) l.g. lohmann,6,10,1982,279
LCP010T5E1P2S1-3,hasseltia,hasseltia floribunda,hasseltia floribunda kunth,4,8,1983,216
LCP012T4E4P1S1-2,fridericia,fridericia schumanniana,fridericia schumanniana (loes.) l.g. lohmann,11,8,1983,223
DJP06T1E3P1S1-1,undesignated,,euphorbiaceae juss.,17,8,1983,229
LCP015T5E2P1S2-2,pithecoctenium,pithecoctenium cruigerum,pithecoctenium crucigerum (l.) a.h. gentry,8,6,2001,159
LCP08T5E2P3S2-2,pityrogramma,pityrogramma trifoliata,pityrogramma trifoliata (l.) r.m. tryon,18,8,1989,230
LCP01T5E2P3S1-1,mansoa,mansoa verrucifera,mansoa verrucifera (schltdl.) a.h. gentry,20,8,1983,232
LCP02T4E3P2S1-4,paspalum,paspalum conjugatum,paspalum conjugatum p.j. bergius,16,8,1984,229
LCP02T5E1P2S1-3,turpinia,turpinia occidentalis occidentalis,staphylea occidentalis sw.,18,8,1989,230
LCP03T5E1P2S1-1,adiantum,adiantum poeppigianum,adiantum poeppigianum (kuhn) hieron.,25,9,1991,268
LCP09T5E2P3S2-1,calliandra,calliandra longipes,calliandra benth.,24,9,1986,267
LCP032T5E1P1S4-5,clidemia,clidemia,clidemia dentata d. don,7,9,1986,250
LCP03T5E1P2S1-4,cuspidaria,cuspidaria lateriflora,cuspidaria lateriflora (mart.) dc.,9,6,2001,160
LCP044T5E1P1S5-2,pterygota,pterygota amazonica,pterygota amazonica l.o. williams ex dorr,29,7,1984,211
LCP03T5E4P1S1-1,miconia,,miconia calvescens dc.,17,10,1979,290
LCP011T5E2P1S2-2,helicostylis,helicostylis tomentosa,helicostylis tomentosa (poepp. & endl.) rusby,14,9,1986,257
LCP08T5E1P2S1-2,ficus,ficus gomelleira,ficus gomelleira kunth & c.d. bouché,30,6,1984,182
LCP01T4E4P3S1-2,eleocharis,eleocharis elegans,eleocharis elegans (kunth) roem. & schult.,16,8,1984,229
LCP015T5E2P1S2-4,pteris,,pteris pungens willd.,18,8,1989,230
LCP09T5E4P2S1-1,adiantum,adiantum anceps,adiantum anceps maxon & c.v. morton,25,1,1987,25
LCP08T5E1P2S1-1,equisetum,equisetum giganteum,equisetum giganteum l.,10,8,1984,223
LCP010T5E1P2S1-5,peperomia,peperomia rhombea,peperomia rhombea ruiz & pav.,24,9,1982,267
LCP03T5E1P3S1-4,mendoncia,,mendoncia vell. ex vand.,18,10,1979,291
LCP08T4E5P3S1-2,hieronyma,hieronyma alchorneoides,hieronyma alchorneoides allemão,7,9,1986,250
LCP02T5E1P2S1-5,renealmia,renealmia thyrsoidea,renealmia thyrsoidea,19,8,1973,231
LCP03T5E1P3S1-5,heisteria,,heisteria acuminata (bonpl.) engl.,8,10,1991,281
LCP044T5E1P1S5-4,alibertia,,alibertia tessmannii (standl.) delprete & c.h. perss.,19,9,1986,262
LCP030T5E1P1S4-2,peperomia,peperomia macrostachya,peperomia macrostachyos (vahl) a. dietr.,17,8,1983,229
LCP07T4E3P3S1-1,senna,senna silvestris,senna silvestris var. silvestris,18,8,1989,230
LCP09T5E4P2S1-5,casearia,,casearia arborea (rich.) urb.,25,9,1991,268
LCP08T5E1P2S1-3,ardisia,ardisia albovirens,ardisia albovirens mez,14,8,1983,226
LCP019T4E4P3S1-3,undesignated,,undesignated,7,8,1986,219
LCP010T5E1P2S1-4,eugenia,,eugenia florida dc.,18,8,1989,230
LCP01T5E2P3S1-5,undesignated,,undesignated,3,8,1986,215
LCP03T5E1P3S1-1,undesignated,,undesignated,10,8,1986,222
LCP036T5E1P1S4-2,gnetum,gnetum gnemon,gnetum l.,10,8,1984,223
LCP010T5E1P2S1-1,oenocarpus,oenocarpus bataua,oenocarpus bataua mart.,11,8,1983,223
LCP03T4E5P3S1-3,pseudomalmea,pseudomalmea diclina,pseudomalmea diclina (r.e. fr.) chatrou,22,10,1979,295
LCP01T5E3P1S1-5,xylopia,xylopia cuspidata,xylopia cuspidata diels,20,10,1979,293
LCP030T5E1P1S4-1,guarea,,guarea macrophylla subsp. pendulispica (c. dc.) t.d. penn.,24,9,1979,267
LCP036T5E1P1S4-3,inga,inga,inga lallensis spruce ex benth.,14,8,1983,226
LCP02T4E3P1S1-4,ficus,ficus casapiensis,ficus casapiensis (miq.) miq.,30,8,1990,242
LCP019T4E4P3S1-4,sciadotenia,sciadotenia toxifera,sciadotenia toxifera krukoff & a.c. sm.,19,7,1984,201
LCP032T5E1P1S4-2,mollinedia,mollinedia ovata,mollinedia latifolia (poepp. & endl.) tul.,16,8,1986,228
LCP02T5E1P2S1-4,undesignated,,acanthaceae juss.,17,8,1974,229
LCP03T4E5P3S1-2,seguieria,seguieria macrophylla,seguieria macrophylla benth.,17,10,1979,290
LCP044T5E1P1S5-5,cinchona,cinchona micrantha,cinchona micrantha ruiz & pav.,6,11,1986,310
LCP01T4E4P1S1-2,sloanea,sloanea eichleri,sloanea eichleri k. schum.,23,10,1979,296
LCP017T4E4P3S1-1,undesignated,,undesignated,18,8,1989,230
LCP02T4E3P3S1-1,dicliptera,dicliptera,dicliptera,4,8,1984,217
LCP01T5E3P1S1-4,hasseltia,hasseltia floribunda,hasseltia floribunda,1,10,1991,274
LCP03T5E1P2S1-2,prunus,,prunus debilis koehne,30,8,1990,242
LCP032T5E1P1S4-4,pouteria,pouteria ephedrantha,pouteria ephedrantha (a.c. sm.) t.d. penn.,5,8,1983,217
LCP03T4E5P3S1-4,protium,protium tenuifolium tenuifolium,protium neglectum swart,20,10,1979,293
LCP01T4E4P1S1-4,guarea,,guarea macrophylla subsp. pachycarpa (c. dc.) t.d. penn.,23,10,1979,296
LCP044T5E1P1S5-1,undesignated,,lauraceae juss.,8,10,1991,281
LCP06T4E3P1S1-2,cuspidaria,cuspidaria convoluta,cuspidaria dc.,19,10,1979,292
LCP012T4E4P1S1-5,jacaranda,jacaranda copaia,jacaranda copaia (aubl.) d. don,21,10,1979,294
LCP010T5E1P2S1-2,palicourea,palicourea mansoana,palicourea mansoana (müll. arg.) standl.,23,10,1979,296
LCP08T5E2P3S2-4,duguetia,duguetia quitarensis,duguetia quitarensis benth.,5,8,1983,217
LCP036T5E1P1S4-5,oxandra,oxandra mediocris,oxandra mediocris diels,30,8,1990,242
LCP01T4E4P3S1-3,pseudomalmea,pseudomalmea diclina,pseudomalmea diclina (r.e. fr.) chatrou,2,8,1983,214
LCP08T4E5P3S1-5,otoba,otoba parvifolia,otoba parvifolia (markgr.) a.h. gentry,6,8,1983,218
LCP08T4E5P3S1-3,cecropia,cecropia membranacea,cecropia tessmannii mildbr.,26,8,1984,239
LCP036T5E1P1S4-4,orthoclada,orthoclada laxa,orthoclada laxa (rich.) p. beauv.,10,9,1979,253
LCP017T4E4P3S1-4,calathea,calathea poeppigiana,calathea poeppigiana loes. ex h. kenn.,23,10,1979,296
LCP017T4E4P3S1-2,triplaris,triplaris poeppigiana,triplaris poeppigiana wedd.,18,7,1984,200
LCP03T4E2P1S1-2,fevillea,fevillea pedatifolia,fevillea pedatifolia (cogn.) c. jeffrey,30,8,1990,242
LCP01T4E4P1S1-1,capparis,capparis,capparis sola j.f. macbr.,3,8,1983,215
LCP01T4E3P2S1-4,annona,annona,annona l.,17,8,1974,229
LCP06T4E3P1S1-4,unonopsis,,unonopsis r.e. fr.,20,10,1979,293
LCP015T4E3P1S1-2,bocoa,bocoa alterna,bocoa alterna (benth.) r.s. cowan,17,8,1979,229
LCP015T4E4P1S1-5,myroxylon,myroxylon balsamum,myroxylon balsamum (l.) harms,28,8,1984,241
LCP03T4E5P3S1-1,inga,inga punctata,inga strigillosa spruce ex benth.,23,7,1977,204
LCP015T5E2P1S2-1,inga,inga,inga marginata willd.,10,3,1977,69
LCP019T4E4P3S1-1,bauhinia,,bauhinia l.,28,7,1986,209
LCP01T4E3P3S1-3,ormosia,,ormosia jacks.,25,9,1991,268
LCP01T4E4P3S1-1,undesignated,,moraceae gaudich.,20,10,1995,293
LCP032T5E1P1S4-1,clavija,,clavija ruiz & pav.,17,10,1979,290
LCP015T4E4P1S1-1,clavija,,clavija macrocarpa ruiz & pav.,21,10,1979,294
LCP06T4E3P1S1-3,guarea,,guarea microphylla subsp. pachycarpa t.d. penn.,17,8,1983,229
LCP015T4E3P1S1-1,guarea,,guarea f. allam. ex l.,30,8,1990,242
LCP01T4E3P3S1-5,mouriri,mouriri guianensis,mouriri aubl.,21,10,1979,294
LCP08T4E1P3S2-3,guarea,guarea kunthiana,guarea kunthiana a. juss.,21,10,1979,294
LCP01T4E4P3S1-4,trichilia,trichilia poeppigii,trichilia poeppigii c. dc.,16,10,1979,289
LCP019T4E4P3S1-5,pouteria,,pouteria aubl.,20,10,1995,293
LCP01T4E4P1S1-3,pouteria,,pouteria aubl.,26,10,1993,299
LCP030T5E1P1S4-4,juruasia,,juruasia lindau,21,10,1979,294
LCP03T5E1P2S1-3,inga,inga,inga mill.,20,10,1995,293
LCP015T4E4P1S1-2,dieffenbachia,dieffenbachia schunkei,dieffenbachia schunkei croat,14,8,1986,226
LCP01T4E4P1S1-5,erythroxylum,erythroxylum ulei,erythroxylum ulei o. e. schulz,6,11,1986,310
LCP08T4E5P3S1-1,calyptranthes,calyptranthes maxima,calyptranthes maxima mcvaugh,30,9,1980,274
LCP010T4E1P3S2-5,bolbitis,,bolbitis aliena (sw.) alston,21,8,1986,233
LCP08T5E1P2S1-4,tectaria,tectaria heracleifolia,tectaria heracleifolia (willd.) underw.,22,8,1986,234
LCP03T4E2P3S1-3,theobroma,theobroma cacao,theobroma cacao l.,1,8,1983,213
LCP015T4E4P1S1-3,calyptranthes,calyptranthes maxima,calyptranthes maxima mcvaugh,8,8,1983,220
LCP04T4E3P1S1-2,prestonia,prestonia trifida,prestonia trifida (poepp.) woodson,8,10,1991,281
LCP015T3E5P3S1-2,triolena,triolena amazonica,triolena amazonica (pilg.) wurdack,13,9,1986,256
LCP01T4E3P3S1-1,tabernaemontana,tabernaemontana sananho,tabernaemontana sananho ruiz & pav.,23,9,1976,267
LCP04T4E3P1S1-4,drymonia,drymonia coccinea,drymonia coccinea (aubl.) wiehler,18,8,1989,230
LCP015T4E3P1S1-4,canavalia,canavalia eurycarpa,canavalia eurycarpa piper,21,8,1976,234
LCP010T4E3P1S1-2,bignonia,bignonia bracteomana,bignonia bracteomana (k. schum. ex sprague) l.g. lohmann,5,6,2001,156
LCP02T4E3P3S1-4,psychotria,psychotria,psychotria viridis ruiz & pav.,10,8,1983,222
LCP012T3E5P3S1-1,desmoncus,desmoncus,desmoncus madrensis a.j. hend.,17,8,1983,229
LCP017T4E4P3S1-3,adiantum,adiantum tetraphyllum,adiantum tetraphyllum humb. & bonpl. ex willd.,21,10,1979,294
LCP01T4E3P3S1-2,bactris,bactris concinna,bactris concinna mart.,21,10,1979,294
LCP01T4E3P2S1-2,ficus,ficus citrifolia,ficus citrifolia mill.,3,11,1986,307
LCP03T4E2P1S1-5,eleusine,eleusine indica,eleusine indica (l.) gaertn.,5,8,1984,218
LCP01T4E3P2S1-3,ardisia,ardisia albovirens,ardisia albovirens mez,17,8,1983,229
LCP015T4E4P1S1-4,mendoncia,mendoncia bivalvis,mendoncia bivalvis (l. f.) merr.,15,7,1986,196
LCP012T4E4P1S1-1,guarea,guarea guidonia,guarea guidonia (l.) sleumer,2,8,1983,214
LCP01T4E3P3S1-4,undesignated,,commelinaceae mirb.,12,7,1984,194
LCP010T4E3P1S1-4,cremastosperma,cremastosperma monospermum,cremastosperma monospermum (rusby) r.e. fr.,26,7,1986,207
LCP011T4E1P1S2-5,machaerium,machaerium floribundum,machaerium floribundum benth.,6,8,1983,218
LCP036T5E1P1S4-1,undesignated,,sapotaceae juss.,10,8,1983,222
LCP07T4E3P3S1-2,undesignated,,undesignated,26,7,1986,207
LCP02T4E3P3S1-5,lacistema,lacistema aggregatum,lacistema aggregatum (p.j. bergius) rusby,18,8,1989,230
LCP013T3E5P3S1-4,pouteria,,pouteria aubl.,26,10,1993,299
LCP030T5E1P1S4-5,cayaponia,cayaponia tubulosa,cayaponia tubulosa cogn.,12,2,1977,43
LCP012T4E4P1S1-3,socratea,socratea salazarii,socratea salazarii h.e. moore,18,8,1989,230
LCP02T4E3P1S1-2,ceiba,ceiba samauma,ceiba samauma (mart.) k. schum.,24,7,1984,206
LCP02T4E3P2S1-3,pseudomalmea,pseudomalmea diclina,pseudomalmea diclina (r.e. fr.) chatrou,2,8,1983,214
LCP015T3E5P2S1-3,naucleopsis,naucleopsis pseudonaga,naucleopsis pseudonaga (mildbr.) c.c. berg,18,8,1989,230
LCP06T4E3P1S1-5,connarus,connarus punctatus,connarus punctatus planch.,28,10,1980,302
LCP03T4E2P3S1-2,dichorisandra,dichorisandra hexandra,dichorisandra hexandra (aubl.) c.b. clarke,24,10,1979,297
LCP01T4E2P3S1-4,alibertia,alibertia edulis,alibertia edulis (rich.) a. rich.,20,8,1983,232
LCP010T4E1P3S2-1,croton,croton tessmannii,croton tessmannii mansf.,20,10,1995,293
LCP07T4E3P3S1-5,undesignated,,lauraceae juss.,19,8,1983,231
LCP06T4E3P1S1-1,undesignated,,lauraceae juss.,4,8,1984,217
LCP010T3E5P1S1-1,macrocnemum,macrocnemum roseum,macrocnemum roseum (ruiz & pav.) wedd.,26,8,1984,239
LCP05T4E2P3S1-1,undesignated,,lauraceae juss.,8,8,1983,220
LCP015T3E5P2S1-5,undesignated,,fabaceae lindl.,18,8,1989,230
LCP02T4E3P1S1-3,condaminea,condaminea corymbosa,condaminea corymbosa (ruiz & pav.) dc.,13,9,1986,256
LCP019T4E4P3S1-2,undesignated,,hippocrateaceae juss.,26,9,1993,269
LCP02T4E3P2S1-2,bertholletia,bertholletia excelsa,bertholletia excelsa bonpl.,23,10,1979,296
LCP02T4E3P3S1-3,peperomia,peperomia serpens,peperomia serpens (sw.) loudon,16,10,1979,289
LCP05T4E2P3S1-4,cheiloclinium,cheiloclinium belizense,cheiloclinium belizense (standl.) a.c. sm.,11,7,1984,193
LCP02T4E3P2S1-5,cissus,cissus glaucotricha,cissus glaucotricha lombardi,25,5,1977,145
LCP015T3E5P3S1-3,oxandra,oxandra espintana,oxandra espintana (spruce ex benth.) baill.,14,9,1991,257
LCP04T4E3P1S1-1,ficus,,ficus eximia schott,9,9,1986,252
LCP04T4E3P1S1-5,nectandra,nectandra cuneatocordata,nectandra cuneatocordata mez,13,8,1973,225
LCP017T4E1P1S4-2,otoba,otoba parvifolia,otoba parvifolia (markgr.) a.h. gentry,2,8,1983,214
LCP01T4E2P3S1-5,aspidosperma,aspidosperma macrocarpon,aspidosperma macrocarpon mart.,25,9,1991,268
LCP04T4E3P1S1-3,cestrum,cestrum strigillatum,cestrum strigilatum ruiz & pav.,24,9,1986,267
LCP03T4E2P3S1-4,cestrum,cestrum strigillatum,cestrum strigilatum ruiz & pav.,11,9,1986,254
LCP01T3E4P3S1-2,anomospermum,anomospermum grandifolium,anomospermum grandifolium eichler,19,10,1979,292
LCP017T3E5P1S1-2,anomospermum,anomospermum reticulatum reticulatum,anomospermum reticulatum (mart.) eichler,31,5,1984,152
LCP01T4E4P3S1-5,ampelocera,ampelocera edentula,ampelocera edentula kuhlm.,18,8,1989,230
LCP03T4E2P3S1-1,inga,inga,inga mill.,20,10,1995,293
LCP010T4E1P3S2-3,arundinella,arundinella berteroniana,arundinella berteroniana (schult.) hitchc. & chase,13,9,1986,256
LCP01T4E2P3S1-2,fridericia,fridericia platyphylla,fridericia platyphylla (cham.) l.g. lohmann,17,10,1979,290
LCP010T4E3P1S1-1,pseudobombax,pseudobombax septenatum,pseudobombax septenatum (jacq.) dugand,18,8,1989,230
LCP017T4E1P1S4-3,pouteria,pouteria ephedrantha,pouteria ephedrantha (a.c. sm.) t.d. penn.,15,8,1973,227
LCP012T3E5P3S1-2,dolichandra,dolichandra unguis-cati,dolichandra unguis-cati (l.) l.g. lohmann,19,10,1979,292
LCP015T3E5P3S1-5,vanilla,,vanilla odorata c. presl,7,9,1986,250
LCP015T4E3P1S1-5,inga,inga,inga mill.,8,10,1991,281
LCP015T3E4P1S1-2,undesignated,,sapotaceae juss.,3,8,1986,215
LCP05T4E2P3S1-5,uncaria,,uncaria guianensis (aubl.) j.f. gmel.,18,9,1986,261
LCP01T4E2P3S1-1,undesignated,,undesignated,26,7,1986,207
LCP02T4E3P1S1-5,pleopeltis,pleopeltis,pleopeltis percussa (cav.) hook. & grev.,19,8,1986,231
LCP014T3E4P3S1-1,schistocarpha,schistocarpha eupatorioides,schistocarpha eupatorioides (fenzl) kuntze,6,8,1984,219
LCP015T3E5P2S1-1,undesignated,,fabaceae lindl.,19,10,1979,292
LCP08T4E1P3S2-5,philodendron,philodendron exile,philodendron exile g.s. bunting,28,7,1986,209
LCP017T4E1P1S4-1,cedrela,cedrela fissilis,cedrela fissilis vell.,5,8,1983,217
LCP02T4E3P1S1-1,guarea,,guarea macrophylla subsp. pendulispica (c. dc.) t.d. penn.,5,8,1983,217
LCP08T4E1P3S2-4,huertea,huertea glandulosa,huertea glandulosa ruiz & pav.,16,5,1984,137
LCP03T4E2P1S1-4,mascagnia,mascagnia divaricata,mascagnia divaricata (kunth) nied.,10,7,1984,192
LCP01T3E4P3S1-5,maclura,,maclura brasiliensis (mart.) endl.,24,7,1984,206
LCP01T4E2P3S1-3,casearia,,casearia sylvestris sw.,18,8,1989,230
LCP05T3E5P3S1-4,moutabea,moutabea aculeata,moutabea aculeata (ruiz & pav.) poepp. & endl.,5,8,1983,217
LCP03T4E2P1S1-3,serjania,serjania tenuifolia,serjania tenuifolia radlk.,28,7,1984,210
LCP025T3E3P1S3-3,undesignated,,undesignated,3,8,1986,215
LCP013T3E5P3S1-3,undesignated,,undesignated,7,8,1986,219
LCP015T4E3P1S1-3,matayba,matayba guianensis,matayba aubl.,30,8,1990,242
LCP08T4E1P3S2-1,floscopa,floscopa elegans,floscopa elegans huber,3,8,1986,215
LCP05T4E2P3S1-2,undesignated,,sapotaceae juss.,7,9,1986,250
LCP011T4E1P1S2-1,undesignated,,undesignated,14,9,1991,257
LCP01T4E3P2S1-1,inga,inga alba,inga alba (sw.) willd.,7,9,1986,250
LCP010T3E5P1S1-4,markea,,markea ulei (dammer) cuatrec.,23,10,1979,296
LCP05T3E5P3S1-1,justicia,justicia poeppigiana,justicia poeppigiana (nees) lindau,25,7,1986,206
LCP01T3E5P3S1-4,cyclopeltis,cyclopeltis semicordata,cyclopeltis semicordata (sw.) j. sm.,28,8,1984,241
LCP024T3E3P1S3-4,guatteria,guatteria sanctae-crucis,guatteria sanctae-crucis maas & westra,8,10,1991,281
LCP017T4E1P1S4-4,hemidictyum,hemidictyum marginatum,hemidictyum marginatum (l.) c. presl,19,8,1986,231
LCP03T4E2P1S1-1,stizophyllum,stizophyllum riparium,stizophyllum riparium (kunth) sandwith,10,6,2001,161
LCP011T4E1P1S2-4,paragonia,,paragonia pyramidata (rich.) bureau,7,6,2001,158
LCP03T3E3P3S1-5,pourouma,pourouma minor,pourouma minor benoist,26,8,1986,238
LCP08T3E4P2S1-3,ficus,ficus trigona,ficus regularis standl.,10,9,1986,253
LCP015T3E5P3S1-1,ficus,ficus americana americana,ficus perforata l.,10,9,1986,253
LCP013T3E5P3S1-1,serjania,serjania dibotrya,serjania dibotrya poepp.,22,10,1979,295
LCP01T3E5P3S1-1,syngonium,syngonium podophyllum,syngonium podophyllum schott,18,9,1986,261
