dwc:catalogNumber,Family,dwc:genus,species,Day,Month,Year,Day of the year
3096846,Rubiaceae,calycophyllum,calycophyllum spruceanum,16,7,1975,197
3093223,Rubiaceae,calycophyllum,calycophyllum spruceanum,20,4,1976,111
3092156,Rubiaceae,calycophyllum,calycophyllum spruceanum,28,1,1932,28
532530,Rubiaceae,calycophyllum,calycophyllum spruceanum,18,6,1990,169
100408822,Rubiaceae,calycophyllum,calycophyllum spruceanum,19,5,2010,139
544524,Rubiaceae,calycophyllum,calycophyllum spruceanum,29,1,1979,29
3092374,Rubiaceae,calycophyllum,calycophyllum spruceanum,16,6,1989,167
1721727,Rubiaceae,calycophyllum,calycophyllum spruceanum,16,6,1997,167
526027,Rubiaceae,calycophyllum,calycophyllum spruceanum,25,6,1987,176
3094263,Rubiaceae,calycophyllum,calycophyllum spruceanum,25,3,1999,84
1151916,Rubiaceae,calycophyllum,calycophyllum spruceanum,19,8,1996,232
3093826,Rubiaceae,calycophyllum,calycophyllum spruceanum,17,10,1976,291
1416378,Rubiaceae,calycophyllum,calycophyllum spruceanum,17,8,1974,229
2931112,Rubiaceae,calycophyllum,calycophyllum spruceanum,19,3,2002,78
531654,Rubiaceae,calycophyllum,calycophyllum spruceanum,23,8,1991,235
3668172,Rubiaceae,calycophyllum,calycophyllum spruceanum,21,3,2004,81
128,Rubiaceae,calycophyllum,calycophyllum spruceanum,30,10,1957,303
100934920,Rubiaceae,calycophyllum,calycophyllum spruceanum,16,11,2015,320
100940714,Rubiaceae,calycophyllum,calycophyllum spruceanum,14,6,2015,165
532659,Rubiaceae,calycophyllum,calycophyllum spruceanum,18,4,1985,108
9229,Rubiaceae,calycophyllum,calycophyllum spruceanum,15,3,1985,74
18243,Rubiaceae,calycophyllum,calycophyllum spruceanum,25,4,1995,115
42787,Rubiaceae,calycophyllum,calycophyllum spruceanum,15,3,2003,74
234994,Rubiaceae,calycophyllum,calycophyllum spruceanum,14,6,1989,165
101101424,Rubiaceae,calycophyllum,calycophyllum spruceanum,26,2,2018,57
11363,Rubiaceae,calycophyllum,calycophyllum spruceanum,19,2,1970,50
36219,Rubiaceae,calycophyllum,calycophyllum spruceanum,15,3,2003,74
2617582,Rubiaceae,calycophyllum,calycophyllum spruceanum,24,6,1925,175
3067722,Rubiaceae,calycophyllum,calycophyllum spruceanum,18,4,1985,108
13596,Rubiaceae,calycophyllum,calycophyllum spruceanum,30,6,1977,181
3093018,Rubiaceae,calycophyllum,calycophyllum spruceanum,18,2,1977,49
525347,Rubiaceae,calycophyllum,calycophyllum spruceanum,14,11,1979,318
1416388,Rubiaceae,calycophyllum,calycophyllum spruceanum,24,7,1976,206
20928,Rubiaceae,calycophyllum,calycophyllum spruceanum,16,4,1987,106
55222,Rubiaceae,calycophyllum,calycophyllum spruceanum,21,3,2004,81
1664500,Rubiaceae,calycophyllum,calycophyllum spruceanum,28,1,1932,28
3467551,Rubiaceae,calycophyllum,calycophyllum spruceanum,28,4,2002,118
515434,Rubiaceae,calycophyllum,calycophyllum spruceanum,25,4,1984,116
21920,Rubiaceae,calycophyllum,calycophyllum spruceanum,26,3,1993,85
512648,Rubiaceae,calycophyllum,calycophyllum spruceanum,22,8,1992,235
527756,Rubiaceae,calycophyllum,calycophyllum spruceanum,24,5,1991,144
101266013,Rubiaceae,calycophyllum,calycophyllum spruceanum,17,10,2019,290
770956,Rubiaceae,calycophyllum,calycophyllum spruceanum,24,3,1980,84
3019629,Rubiaceae,calycophyllum,calycophyllum spruceanum,26,6,1980,178
19952,Rubiaceae,calycophyllum,calycophyllum spruceanum,22,5,1968,143
526585,Rubiaceae,calycophyllum,calycophyllum spruceanum,18,7,1980,200
2208195,Rubiaceae,calycophyllum,calycophyllum spruceanum,24,8,2003,236
533356,Rubiaceae,calycophyllum,calycophyllum spruceanum,19,3,1977,78
2810344,Rubiaceae,calycophyllum,calycophyllum spruceanum,18,2,1977,49
101101438,Rubiaceae,calycophyllum,calycophyllum spruceanum,26,2,2018,57
198710,Rubiaceae,calycophyllum,calycophyllum spruceanum,28,1,1979,28
20822,Rubiaceae,calycophyllum,calycophyllum spruceanum,16,4,1987,106
3093693,Rubiaceae,calycophyllum,calycophyllum spruceanum,22,11,1976,327
529377,Rubiaceae,calycophyllum,calycophyllum spruceanum,23,9,1985,266
100934244,Rubiaceae,calycophyllum,calycophyllum spruceanum,19,6,2015,170
262093,Rubiaceae,calycophyllum,calycophyllum spruceanum,28,5,1991,148
42081,Rubiaceae,calycophyllum,calycophyllum spruceanum,16,4,1987,106
4402,Rubiaceae,calycophyllum,calycophyllum spruceanum,16,4,1987,106
5547,Rubiaceae,calycophyllum,calycophyllum spruceanum,28,6,1989,179
530745,Rubiaceae,calycophyllum,calycophyllum spruceanum,15,11,1991,319
32146,Rubiaceae,calycophyllum,calycophyllum spruceanum,14,5,1995,134
88047,Rubiaceae,calycophyllum,calycophyllum spruceanum,15,3,2003,74
3092924,Rubiaceae,calycophyllum,calycophyllum spruceanum,25,7,1981,206
65068,Rubiaceae,calycophyllum,calycophyllum spruceanum,13,6,1997,164
3092652,Rubiaceae,calycophyllum,calycophyllum spruceanum,28,4,2002,118
532709,Rubiaceae,calycophyllum,calycophyllum spruceanum,28,3,1980,88
3091810,Rubiaceae,calycophyllum,calycophyllum spruceanum,16,8,1990,228
526578,Rubiaceae,calycophyllum,calycophyllum spruceanum,13,2,1980,44
1452296,Rubiaceae,calycophyllum,calycophyllum spruceanum,20,10,1979,293
3091107,Rubiaceae,calycophyllum,calycophyllum spruceanum,23,12,1987,357
3090734,Rubiaceae,calycophyllum,calycophyllum spruceanum,14,5,1975,134
2810336,Rubiaceae,calycophyllum,calycophyllum spruceanum,16,2,1977,47
15160,Rubiaceae,calycophyllum,calycophyllum spruceanum,14,5,1995,134
2380972,Rubiaceae,calycophyllum,calycophyllum spruceanum,16,6,2004,168
3094636,Rubiaceae,calycophyllum,calycophyllum spruceanum,29,4,2004,120
3092346,Rubiaceae,calycophyllum,calycophyllum spruceanum,24,4,1967,114
1352319,Rubiaceae,calycophyllum,calycophyllum spruceanum,21,12,1998,355
83023,Rubiaceae,calycophyllum,calycophyllum spruceanum,15,3,2003,74
3091870,Rubiaceae,calycophyllum,calycophyllum spruceanum,15,12,1980,350
166650,Rubiaceae,calycophyllum,calycophyllum spruceanum,28,1,1979,28
540072,Rubiaceae,calycophyllum,calycophyllum spruceanum,29,8,1983,241
536030,Rubiaceae,calycophyllum,calycophyllum spruceanum,25,2,1976,56
9873,Rubiaceae,calycophyllum,calycophyllum spruceanum,20,7,1984,202
1016,Rubiaceae,calycophyllum,calycophyllum spruceanum,15,5,1965,135
3178770,Rubiaceae,calycophyllum,calycophyllum spruceanum,13,2,1980,44
20788,Rubiaceae,calycophyllum,calycophyllum spruceanum,29,4,1992,120
1851682,Rubiaceae,calycophyllum,calycophyllum spruceanum,26,11,1940,331
17236,Rubiaceae,calycophyllum,calycophyllum spruceanum,23,4,1966,113
130805,Rubiaceae,calycophyllum,calycophyllum spruceanum,20,7,1984,202
2499410,Rubiaceae,calycophyllum,calycophyllum spruceanum,17,8,1962,229
2617136,Rubiaceae,calycophyllum,calycophyllum spruceanum,24,4,1967,114
101266474,Rubiaceae,calycophyllum,calycophyllum spruceanum,23,9,2020,267
16957,Rubiaceae,calycophyllum,calycophyllum spruceanum,31,7,1989,212
3111581,Rubiaceae,calycophyllum,calycophyllum spruceanum,25,7,1981,206
1458375,Rubiaceae,calycophyllum,calycophyllum spruceanum,22,1,1935,22
16689,Rubiaceae,calycophyllum,calycophyllum spruceanum,25,4,1995,115
28081,Rubiaceae,calycophyllum,calycophyllum spruceanum,13,6,1997,164
3252308,Rubiaceae,calycophyllum,calycophyllum spruceanum,18,7,1980,200
3252309,Rubiaceae,calycophyllum,calycophyllum spruceanum,18,7,1980,200
23559,Rubiaceae,calycophyllum,calycophyllum spruceanum,15,2,1977,46
321466,Rubiaceae,calycophyllum,calycophyllum spruceanum,13,4,1995,103
102910,Rubiaceae,calycophyllum,calycophyllum spruceanum,13,6,1997,164
5448,Rubiaceae,calycophyllum,calycophyllum spruceanum,29,5,1996,150
13842,Rubiaceae,calycophyllum,calycophyllum spruceanum,31,7,1989,212
1459049,Rubiaceae,calycophyllum,calycophyllum spruceanum,29,1,1935,29
14088,Rubiaceae,calycophyllum,calycophyllum spruceanum,25,3,1999,84
10552,Rubiaceae,calycophyllum,calycophyllum spruceanum,14,12,2000,349
80846,Rubiaceae,calycophyllum,calycophyllum spruceanum,25,5,2011,145
7720,Rubiaceae,calycophyllum,calycophyllum spruceanum,27,6,1962,178
10539,Rubiaceae,calycophyllum,calycophyllum spruceanum,29,11,1999,333
13599,Rubiaceae,calycophyllum,calycophyllum spruceanum,28,1,1979,28
128709,Rubiaceae,calycophyllum,calycophyllum spruceanum,14,12,2000,349
5219,Rubiaceae,calycophyllum,calycophyllum spruceanum,18,3,1992,78
9867,Rubiaceae,calycophyllum,calycophyllum spruceanum,29,11,1999,333
15370,Rubiaceae,calycophyllum,calycophyllum spruceanum,15,6,1989,166
15236,Rubiaceae,calycophyllum,calycophyllum spruceanum,14,6,1989,165
3195,Rubiaceae,calycophyllum,calycophyllum spruceanum,16,7,1957,197
82043,Rubiaceae,calycophyllum,calycophyllum spruceanum,27,4,2012,118
199413,Rubiaceae,calycophyllum,calycophyllum spruceanum,27,4,2012,118
37846,Rubiaceae,calycophyllum,calycophyllum spruceanum,28,8,2009,240
3946,Rubiaceae,calycophyllum,calycophyllum spruceanum,15,6,1989,166
6622,Rubiaceae,calycophyllum,calycophyllum spruceanum,13,6,1997,164
26171,Rubiaceae,calycophyllum,calycophyllum spruceanum,17,6,1993,168
13841,Rubiaceae,calycophyllum,calycophyllum spruceanum,27,7,1989,208
195515,Rubiaceae,calycophyllum,calycophyllum spruceanum,25,5,2011,145
9624,Rubiaceae,calycophyllum,calycophyllum spruceanum,14,12,2000,349
391483,Rubiaceae,calycophyllum,calycophyllum spruceanum,28,3,2013,87
13597,Rubiaceae,calycophyllum,calycophyllum spruceanum,19,2,1970,50
bm000777550,Rubiaceae,calycophyllum,calycophyllum spruceanum,9,5,1855,129
2499474,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,7,1961,189
2811974,Rubiaceae,calycophyllum,calycophyllum spruceanum,4,12,1961,338
182249,Rubiaceae,calycophyllum,calycophyllum spruceanum,7,7,1994,188
,Rubiaceae,calycophyllum,calycophyllum spruceanum,0,5,1855,120
,Rubiaceae,calycophyllum,calycophyllum spruceanum,0,5,1855,120
1693267,Rubiaceae,calycophyllum,calycophyllum spruceanum,7,7,1936,189
,Rubiaceae,calycophyllum,calycophyllum spruceanum,0,5,1901,120
,Rubiaceae,calycophyllum,calycophyllum spruceanum,12,6,1933,163
3219057,Rubiaceae,calycophyllum,calycophyllum spruceanum,3,12,1981,337
,Rubiaceae,calycophyllum,calycophyllum spruceanum,7,7,1936,189
,Rubiaceae,calycophyllum,calycophyllum spruceanum,7,11,1874,311
1483456,Rubiaceae,calycophyllum,calycophyllum spruceanum,5,4,1894,95
965399,Rubiaceae,calycophyllum,calycophyllum spruceanum,4,3,1995,63
3091475,Rubiaceae,calycophyllum,calycophyllum spruceanum,6,8,1998,218
1661975,Rubiaceae,calycophyllum,calycophyllum spruceanum,6,12,1933,340
3098251,Rubiaceae,calycophyllum,calycophyllum spruceanum,5,2,1981,36
v0069045f,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,7,1850,189
3091709,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,8,1986,220
709691,Rubiaceae,calycophyllum,calycophyllum spruceanum,7,7,1965,188
,Rubiaceae,calycophyllum,calycophyllum spruceanum,0,7,1850,181
,Rubiaceae,calycophyllum,calycophyllum spruceanum,9,11,1874,313
,Rubiaceae,calycophyllum,calycophyllum spruceanum,0,7,1850,181
,Rubiaceae,calycophyllum,calycophyllum spruceanum,12,6,1933,163
,Rubiaceae,calycophyllum,calycophyllum spruceanum,11,8,1933,223
,Rubiaceae,calycophyllum,calycophyllum spruceanum,11,8,1933,223
4745,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,9,1994,251
16976,Rubiaceae,calycophyllum,calycophyllum spruceanum,1,12,2008,336
3673,Rubiaceae,calycophyllum,calycophyllum spruceanum,6,8,2009,218
5703,Rubiaceae,calycophyllum,calycophyllum spruceanum,5,4,1953,95
208281,Rubiaceae,calycophyllum,calycophyllum spruceanum,7,8,2001,219
s/pl/22779,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,8,1936,221
217965,Rubiaceae,calycophyllum,calycophyllum spruceanum,12,3,2006,71
1810481,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,7,1850,189
7516,Rubiaceae,calycophyllum,calycophyllum spruceanum,10,6,1959,161
v0089270f,Rubiaceae,calycophyllum,calycophyllum spruceanum,12,11,1997,316
v0069047f,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,7,1850,189
v0486722f,Rubiaceae,calycophyllum,calycophyllum spruceanum,12,7,1984,194
10351,Rubiaceae,calycophyllum,calycophyllum spruceanum,6,7,1990,187
v0355025f,Rubiaceae,calycophyllum,calycophyllum spruceanum,5,11,1982,309
v0069043f,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,7,1850,189
2268274,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,11,1942,312
709715,Rubiaceae,calycophyllum,calycophyllum spruceanum,11,8,1933,223
192404,Rubiaceae,calycophyllum,calycophyllum spruceanum,11,9,1985,254
v/087484,Rubiaceae,calycophyllum,calycophyllum spruceanum,3,4,1963,93
s/pl/13123,Rubiaceae,calycophyllum,calycophyllum spruceanum,1,1,1900,1
543266,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,11,1990,312
u.1554957,Rubiaceae,calycophyllum,calycophyllum spruceanum,12,6,1957,163
u.1554956,Rubiaceae,calycophyllum,calycophyllum spruceanum,1,1,1919,1
v0069046f,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,7,1850,189
709716,Rubiaceae,calycophyllum,calycophyllum spruceanum,11,8,1933,223
238156,Rubiaceae,calycophyllum,calycophyllum spruceanum,6,7,2013,187
6411,Rubiaceae,calycophyllum,calycophyllum spruceanum,4,5,2011,124
583171,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,6,1995,159
709702,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,4,1998,98
1156185,Rubiaceae,calycophyllum,calycophyllum spruceanum,4,4,1995,94
100307050,Rubiaceae,calycophyllum,calycophyllum spruceanum,6,7,2008,188
3092228,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,8,1995,220
3093309,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,12,1992,343
3094686,Rubiaceae,calycophyllum,calycophyllum spruceanum,6,8,1995,218
3093199,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,8,1975,220
100306788,Rubiaceae,calycophyllum,calycophyllum spruceanum,11,7,2008,193
774672,Rubiaceae,calycophyllum,calycophyllum spruceanum,9,8,1960,222
3093881,Rubiaceae,calycophyllum,calycophyllum spruceanum,4,8,1933,216
2499406,Rubiaceae,calycophyllum,calycophyllum spruceanum,4,5,1963,124
3092617,Rubiaceae,calycophyllum,calycophyllum spruceanum,11,12,1997,345
100592887,Rubiaceae,calycophyllum,calycophyllum spruceanum,1,8,2008,214
3093326,Rubiaceae,calycophyllum,calycophyllum spruceanum,12,6,1933,163
3098419,Rubiaceae,calycophyllum,calycophyllum spruceanum,5,12,1975,339
528718,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,5,1990,128
3091967,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,8,1977,220
3091590,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,8,1976,221
541361,Rubiaceae,calycophyllum,calycophyllum spruceanum,1,11,1984,306
3093207,Rubiaceae,calycophyllum,calycophyllum spruceanum,7,7,1936,189
36218,Rubiaceae,calycophyllum,calycophyllum spruceanum,3,10,2003,276
3093045,Rubiaceae,calycophyllum,calycophyllum spruceanum,7,1,1974,7
3091414,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,5,1967,128
3098205,Rubiaceae,calycophyllum,calycophyllum spruceanum,3,8,1931,215
1416326,Rubiaceae,calycophyllum,calycophyllum spruceanum,12,1,1932,12
533921,Rubiaceae,calycophyllum,calycophyllum spruceanum,12,3,1986,71
3096817,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,8,1994,220
526594,Rubiaceae,calycophyllum,calycophyllum spruceanum,2,1,1986,2
3090735,Rubiaceae,calycophyllum,calycophyllum spruceanum,5,8,1931,217
3092406,Rubiaceae,calycophyllum,calycophyllum spruceanum,5,9,1961,248
3091021,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,8,1988,221
3098224,Rubiaceae,calycophyllum,calycophyllum spruceanum,4,3,1963,63
3094617,Rubiaceae,calycophyllum,calycophyllum spruceanum,10,4,1990,100
3016432,Rubiaceae,calycophyllum,calycophyllum spruceanum,4,6,2005,155
3092850,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,8,1976,221
3093065,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,8,1994,220
3092813,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,8,1983,220
12351,Rubiaceae,calycophyllum,calycophyllum spruceanum,12,6,1957,163
u  0292249,Rubiaceae,calycophyllum,calycophyllum spruceanum,12,6,1933,163
16985,Rubiaceae,calycophyllum,calycophyllum spruceanum,4,5,2008,125
k000110832,Rubiaceae,calycophyllum,calycophyllum spruceanum,9,5,1855,129
145652,Rubiaceae,calycophyllum,calycophyllum spruceanum,6,6,1985,157
7988,Rubiaceae,calycophyllum,calycophyllum spruceanum,3,4,1960,94
208268,Rubiaceae,calycophyllum,calycophyllum spruceanum,7,8,2001,219
203105,Rubiaceae,calycophyllum,calycophyllum spruceanum,6,5,2000,127
8798,Rubiaceae,calycophyllum,calycophyllum spruceanum,12,4,1961,102
,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,4,1998,98
255768,Rubiaceae,calycophyllum,calycophyllum spruceanum,3,9,2010,246
253854,Rubiaceae,calycophyllum,calycophyllum spruceanum,1,3,2013,60
83482,Rubiaceae,calycophyllum,calycophyllum spruceanum,10,5,1979,130
v0069044f,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,7,1850,189
56796,Rubiaceae,calycophyllum,calycophyllum spruceanum,7,4,1976,98
2308,Rubiaceae,calycophyllum,calycophyllum spruceanum,7,7,1951,188
914,Rubiaceae,calycophyllum,calycophyllum spruceanum,11,10,1948,285
2226,Rubiaceae,calycophyllum,calycophyllum spruceanum,7,9,1959,250
396493,Rubiaceae,calycophyllum,calycophyllum spruceanum,12,7,1984,194
rb01372233,Rubiaceae,calycophyllum,calycophyllum spruceanum,5,3,2017,64
3093767,Rubiaceae,calycophyllum,calycophyllum spruceanum,11,10,1976,285
1416311,Rubiaceae,calycophyllum,calycophyllum spruceanum,11,5,1982,131
35005,Rubiaceae,calycophyllum,calycophyllum spruceanum,6,12,1933,340
3092893,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,8,1977,220
rb00335364,Rubiaceae,calycophyllum,calycophyllum spruceanum,6,10,1959,279
3092616,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,5,1982,128
3092474,Rubiaceae,calycophyllum,calycophyllum spruceanum,5,12,1975,339
3092660,Rubiaceae,calycophyllum,calycophyllum spruceanum,11,8,1990,223
rbw949158,Rubiaceae,calycophyllum,calycophyllum spruceanum,3,9,2014,246
3094011,Rubiaceae,calycophyllum,calycophyllum spruceanum,1,8,1935,213
1805455,Rubiaceae,calycophyllum,calycophyllum spruceanum,6,8,1998,218
100401368,Rubiaceae,calycophyllum,calycophyllum spruceanum,4,4,2009,94
520304,Rubiaceae,calycophyllum,calycophyllum spruceanum,6,6,1992,158
u.1554949,Rubiaceae,calycophyllum,calycophyllum spruceanum,4,5,1953,124
3091999,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,8,1996,221
3090529,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,8,1993,220
1416368,Rubiaceae,calycophyllum,calycophyllum spruceanum,7,1,1988,7
54982,Rubiaceae,calycophyllum,calycophyllum spruceanum,5,6,2019,156
51694,Rubiaceae,calycophyllum,calycophyllum spruceanum,3,10,2003,276
515559,Rubiaceae,calycophyllum,calycophyllum spruceanum,7,12,1984,342
8891,Rubiaceae,calycophyllum,calycophyllum spruceanum,5,8,2007,217
166649,Rubiaceae,calycophyllum,calycophyllum spruceanum,6,8,1981,218
u.1554951,Rubiaceae,calycophyllum,calycophyllum spruceanum,12,6,1933,163
3094073,Rubiaceae,calycophyllum,calycophyllum spruceanum,10,12,1996,345
3090266,Rubiaceae,calycophyllum,calycophyllum spruceanum,7,10,1961,280
u.1554945,Rubiaceae,calycophyllum,calycophyllum spruceanum,5,7,1952,187
v0321352f,Rubiaceae,calycophyllum,calycophyllum spruceanum,7,6,2008,159
3451213,Rubiaceae,calycophyllum,calycophyllum spruceanum,3,10,2003,276
138815,Rubiaceae,calycophyllum,calycophyllum spruceanum,4,7,1976,186
41615,Rubiaceae,calycophyllum,calycophyllum spruceanum,7,8,1950,219
161713,Rubiaceae,calycophyllum,calycophyllum spruceanum,7,8,1950,219
u  0292399,Rubiaceae,calycophyllum,calycophyllum spruceanum,11,8,1933,223
16978,Rubiaceae,calycophyllum,calycophyllum spruceanum,1,12,2008,336
u.1554954,Rubiaceae,calycophyllum,calycophyllum spruceanum,10,6,1959,161
u.1554955,Rubiaceae,calycophyllum,calycophyllum spruceanum,3,4,1961,93
,Rubiaceae,calycophyllum,calycophyllum spruceanum,4,5,1953,124
no0007985,Rubiaceae,calycophyllum,calycophyllum spruceanum,11,1,1984,11
3093370,Rubiaceae,calycophyllum,calycophyllum spruceanum,6,11,1983,310
3336865,Rubiaceae,calycophyllum,calycophyllum spruceanum,4,5,2006,124
100312384,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,6,1892,160
10328,Rubiaceae,calycophyllum,calycophyllum spruceanum,6,7,1990,187
2453164,Rubiaceae,calycophyllum,calycophyllum spruceanum,5,9,1961,248
2990282,Rubiaceae,calycophyllum,calycophyllum spruceanum,4,6,2005,155
538353,Rubiaceae,calycophyllum,calycophyllum spruceanum,6,3,1983,65
3092441,Rubiaceae,calycophyllum,calycophyllum spruceanum,11,8,1933,223
no0007991,Rubiaceae,calycophyllum,calycophyllum spruceanum,12,7,1984,194
3091858,Rubiaceae,calycophyllum,calycophyllum spruceanum,8,7,1995,189
