dwc:catalogNumber,dwc:occurrenceID,dwc:recordNumber,dwc:genus,species,Day,Month,Year,Day of the year
27216,urn:catalog:mo:tropicos:27216,cerón martínez 4624,adiantum,adiantum tetraphyllum,24,8,1988,237
27916,urn:catalog:mo:tropicos:27916,miller 2444,adiantum,adiantum tetraphyllum,7,7,1986,188
27325,urn:catalog:mo:tropicos:27325,cerón martínez 1654,adiantum,adiantum wilsonii,23,6,1987,174
27925,urn:catalog:mo:tropicos:27925,miller 2438a,adiantum,adiantum wilsonii,7,7,1986,188
3246644,http://n2t.net/ark:/65665/367551eef-581f-4154-8f60-7968c8d62b5a,2438a,adiantum,adiantum wilsonii,7,7,1986,188
4922,urn:catalog:mo:tropicos:4922,palacios cuenca 1677,adiantum,adiantum wilsonii,7,3,1987,66
1371135,urn:catalog:mo:tropicos:1371135,revelo 80,adolphoduckea,adolphoduckea maynense (poepp. & endl.) paudyal & delprete,21,6,1994,172
2102503,urn:catalog:mo:tropicos:2102503,cerón martínez 979,aechmea,aechmea,19,3,1987,78
604582,urn:catalog:mo:tropicos:604582,holm-nielsen 21548,aechmea,aechmea abbreviata,20,2,1980,51
3318860,http://n2t.net/ark:/65665/30e8ce9e4-74e8-4869-bffc-0302a3788a80,7494,aechmea,aechmea chantinii,21,6,1995,172
605889,urn:catalog:mo:tropicos:605889,cerón martínez 583,aechmea,aechmea hoppii,17,1,1987,17
2852779,http://n2t.net/ark:/65665/392c6f1ee-1cf3-4725-bc85-7e2bfb51c916,21872,aechmea,aechmea hoppii,15,5,1978,135
605188,urn:catalog:mo:tropicos:605188,cerón martínez 1423,aechmea,aechmea hoppii,21,5,1987,141
605703,urn:catalog:mo:tropicos:605703,cerón martínez 3710,aechmea,aechmea longifolia,17,2,1988,48
605635,urn:catalog:mo:tropicos:605635,cerón martínez 2139,aechmea,aechmea longifolia,9,4,1987,99
3313089,http://n2t.net/ark:/65665/3e6e95923-ea35-466b-ad77-6989b274dab5,7361,aechmea,aechmea magdalenae,16,6,1995,167
605683,urn:catalog:mo:tropicos:605683,cerón martínez 6706,aechmea,aechmea mertensii,23,5,1998,143
605984,urn:catalog:mo:tropicos:605984,palacios cuenca 1401,aechmea,aechmea mertensii,10,4,1986,100
605622,urn:catalog:mo:tropicos:605622,cerón martínez 8166,aechmea,aechmea nidularioides,26,12,1989,360
606082,urn:catalog:mo:tropicos:606082,palacios cuenca 1526,aechmea,aechmea nidularioides,13,2,1987,44
603185,urn:catalog:mo:tropicos:603185,palacios cuenca 475,aechmea,aechmea nidularioides,22,5,1985,142
600990,urn:catalog:mo:tropicos:600990,miller 2523,aechmea,aechmea paniculata,7,9,1986,250
2382824,urn:catalog:mo:tropicos:2382824,bennett 37-sfs,aechmea,aechmea paniculata,6,8,1989,218
2382814,urn:catalog:mo:tropicos:2382814,bennett 130-sfs,aechmea,aechmea paniculata,6,8,1989,218
2382835,urn:catalog:mo:tropicos:2382835,bennett 129-sfs,aechmea,aechmea paniculata,6,8,1989,218
3011831,urn:catalog:mo:tropicos:3011831,reyes 703,aechmea,aechmea penduliflora,15,2,2005,46
603579,urn:catalog:mo:tropicos:603579,holm-nielsen 21561,aechmea,aechmea penduliflora,20,2,1980,51
603590,urn:catalog:mo:tropicos:603590,holm-nielsen 21573,aechmea,aechmea penduliflora,20,2,1980,51
603599,urn:catalog:mo:tropicos:603599,holm-nielsen 21724,aechmea,aechmea penduliflora,21,2,1980,52
2906685,urn:catalog:mo:tropicos:2906685,carrillo 678,aechmea,aechmea penduliflora,22,2,2005,53
2895926,urn:catalog:mo:tropicos:2895926,carrillo 642,aechmea,aechmea penduliflora,22,2,2005,53
604863,urn:catalog:mo:tropicos:604863,cerón martínez 2592,aechmea,aechmea penduliflora,11,8,1987,223
608399,urn:catalog:mo:tropicos:608399,neill 10175,aechmea,aechmea penduliflora,12,4,1992,103
1065206,urn:catalog:mo:tropicos:1065206,clark 1039,aechmea,aechmea penduliflora,6,7,1995,187
1065648,urn:catalog:mo:tropicos:1065648,clark 1104,aechmea,aechmea poitaei,6,9,1995,249
605205,urn:catalog:mo:tropicos:605205,cerón martínez 6019,aechmea,aechmea setigera,23,1,1989,23
605932,urn:catalog:mo:tropicos:605932,cerón martínez 669,aechmea,aechmea tillandsioides,17,1,1987,17
1101213,urn:catalog:mo:tropicos:1101213,cornejo sotomayor 642,aechmea,aechmea tillandsioides,31,10,1993,304
605071,urn:catalog:mo:tropicos:605071,cerón martínez 7351,aechmea,aechmea tillandsioides,8,10,1989,281
2383366,urn:catalog:mo:tropicos:2383366,manzanares vilaplana 5050,aechmea,aechmea tillandsioides,8,8,1993,220
2877120,urn:catalog:mo:tropicos:2877120,foster 3855,aegiphila,aegiphila cuneata,25,9,1977,268
1064922,urn:catalog:mo:tropicos:1064922,clark 1007,aegiphila,aegiphila cuneata,6,5,1995,126
3404504,http://n2t.net/ark:/65665/37becbb3d-3f19-4044-ac75-cd44060376a2,1007,aegiphila,aegiphila cuneata,6,5,1995,126
3629732,http://n2t.net/ark:/65665/3685d8343-2225-478d-b64b-31e0be4593b2,1007,aegiphila,aegiphila cuneata,6,5,1995,126
443166,urn:catalog:mo:tropicos:443166,cerón martínez 5350,aegiphila,aegiphila elegans,22,10,1988,296
443246,urn:catalog:mo:tropicos:443246,cerón martínez 5534,aegiphila,aegiphila elegans,17,11,1988,322
asu0046382,f5482b83-9b29-4f35-9e83-97b451236abf,10601,aegiphila,aegiphila integrifolia,13,6,2003,164
asu0046381,3ce537f4-1c04-486d-9343-c8b166a382b4,10601,aegiphila,aegiphila integrifolia,13,6,2003,164
asu0047549,2174236d-3a3a-4292-bd1e-1dbd80889175,10662,aegiphila,aegiphila integrifolia,15,6,2003,166
asu0047548,ead37502-c14a-4219-ac5e-7124c08aba14,10662,aegiphila,aegiphila integrifolia,15,6,2003,166
442990,urn:catalog:mo:tropicos:442990,cerón martínez 3662,aegiphila,aegiphila integrifolia,17,2,1988,48
442591,urn:catalog:mo:tropicos:442591,cerón martínez 8836,aegiphila,aegiphila integrifolia,22,2,1990,53
442599,urn:catalog:mo:tropicos:442599,cerón martínez 1293,aegiphila,aegiphila integrifolia,24,4,1987,114
2761539,urn:catalog:mo:tropicos:2761539,landrum 10601,aegiphila,aegiphila integrifolia,13,6,2003,164
2761619,urn:catalog:mo:tropicos:2761619,landrum 10662,aegiphila,aegiphila integrifolia,15,6,2003,166
446457,urn:catalog:mo:tropicos:446457,neill 6451,aegiphila,aegiphila integrifolia,5,5,1985,125
534272,urn:catalog:mo:tropicos:534272,cerón martínez 7292,aegiphila,aegiphila integrifolia,8,6,1989,159
3227149,http://n2t.net/ark:/65665/3abc9d81f-1216-4d86-bfca-9ebe052ebadd,4345,aegiphila,aegiphila integrifolia,8,1,1990,8
1351279,urn:catalog:mo:tropicos:1351279,pitman 4085,aegiphila,aegiphila integrifolia,9,8,1998,221
1158925,eb7a4872-9e3e-4f54-8d3f-5ee668421916,4345,aegiphila,aegiphila integrifolia,1,8,1990,213
442764,urn:catalog:mo:tropicos:442764,cerón martínez 1639,aegiphila,aegiphila racemosa,23,6,1987,174
447825,urn:catalog:mo:tropicos:447825,palacios cuenca 1697,aegiphila,aegiphila racemosa,7,3,1987,66
443253,urn:catalog:mo:tropicos:443253,cerón martínez 5540,aegiphila,aegiphila vitelliniflora,17,11,1988,322
442966,urn:catalog:mo:tropicos:442966,cerón martínez 2104,aegiphila,aegiphila vitelliniflora,9,4,1987,99
190204,e8dc9dac-5197-4a1a-a51a-d51974c16053,15524,aeschynomene,aeschynomene,14,11,1994,318
gb-94272,gb:general:gb-94272,7383,aeschynomene,aeschynomene,3,7,1968,185
,51b2014f-3e81-4a3c-89f2-68e96631d05a,28480,aeschynomene,aeschynomene americana,30,7,1990,211
882461,urn:catalog:mo:tropicos:882461,abbott 15524,aeschynomene,aeschynomene americana,14,11,1994,318
82642,urn:catalog:mo:tropicos:82642,cerón martínez 3638,aeschynomene,aeschynomene americana,17,2,1988,48
1079698,urn:catalog:mo:tropicos:1079698,webster 28480,aeschynomene,aeschynomene americana,30,7,1990,211
u.1253997,https://data.biodiversitydata.nl/naturalis/specimen/u.1253997,"prance, gt",aeschynomene,aeschynomene sensitiva,7,3,1977,66
1208230,urn:catalog:mo:tropicos:1208230,kohn 1540,aetanthus,aetanthus nodosus,1,8,1992,214
593253,urn:catalog:mo:tropicos:593253,holm-nielsen 17234,aetheolaena,aetheolaena mojandensis,25,4,1979,115
582212,urn:catalog:mo:tropicos:582212,løjtnant 12822,aetheolaena,aetheolaena mojandensis,26,4,1979,116
727732,urn:catalog:mo:tropicos:727732,palacios cuenca 962,agonandra,agonandra peruviana,25,1,1986,25
3579987,urn:catalog:mo:tropicos:3579987,homeier 2842,agonandra,agonandra peruviana,10,12,2007,344
2165946,http://n2t.net/ark:/65665/348a03f86-48b6-4cf2-b88f-34944bd1340a,2681,agouticarpa,agouticarpa curviflora,3,1,1944,3
s07-15041,s:vascularplants:s07-15041,3837,agouticarpa,agouticarpa isernii,25,9,1977,268
3578105,urn:catalog:mo:tropicos:3578105,homeier 2933,agouticarpa,agouticarpa isernii,15,10,2007,288
3579677,urn:catalog:mo:tropicos:3579677,homeier 3048,agouticarpa,agouticarpa isernii,18,10,2007,291
1376685,urn:catalog:mo:tropicos:1376685,acevedo-rodríguez 7378,agouticarpa,agouticarpa isernii,17,6,1995,168
3328150,http://n2t.net/ark:/65665/37c984631-65e8-458c-a314-b7b33885c290,7378,agouticarpa,agouticarpa isernii,17,6,1995,168
,http://n2t.net/ark:/65665/3cfb808c4-8b29-4155-b6af-fd560a637ca1,7378,agouticarpa,agouticarpa isernii,17,6,1995,168
,http://n2t.net/ark:/65665/3b6d004b0-fb80-4c8d-afd1-2902bc115a9d,7378,agouticarpa,agouticarpa isernii,17,6,1995,168
536156,urn:catalog:mo:tropicos:536156,palacios cuenca 1342,agouticarpa,agouticarpa isernii,10,2,1986,41
535376,urn:catalog:mo:tropicos:535376,palacios cuenca 3087,agouticarpa,agouticarpa isernii,10,6,1988,162
535280,urn:catalog:mo:tropicos:535280,palacios cuenca 3059,agouticarpa,agouticarpa isernii,10,6,1988,162
3661427,http://n2t.net/ark:/65665/31cc95547-d0d9-4fab-9d7d-b4eca523ee42,3059,agouticarpa,agouticarpa isernii,10,6,1988,162
1765352,urn:catalog:mo:tropicos:1765352,cerón martínez 19038,agouticarpa,agouticarpa isernii,6,8,1992,219
533958,urn:catalog:mo:tropicos:533958,palacios cuenca 10443,agouticarpa,agouticarpa isernii,9,10,1992,283
1065215,urn:catalog:mo:tropicos:1065215,clark 1040,agouticarpa,agouticarpa isernii,6,7,1995,187
1065930,urn:catalog:mo:tropicos:1065930,clark 1139,agouticarpa,agouticarpa isernii,6,11,1995,310
1293441,urn:catalog:mo:tropicos:1293441,pitman 2686,agouticarpa,agouticarpa isernii,11,8,1997,223
49672,urn:catalog:mo:tropicos:49672,cerón martínez 4718,aiouea,aiouea napoensis (van der werff) r. rohde,24,8,1988,237
49492,urn:catalog:mo:tropicos:49492,palacios cuenca 2886,aiouea,aiouea napoensis (van der werff) r. rohde,9,2,1988,40
50830,urn:catalog:mo:tropicos:50830,palacios cuenca 4396,aiouea,aiouea napoensis (van der werff) r. rohde,9,3,1989,68
1204843,279aebc9-c18e-4825-800f-0d88a2b78688,125,aiphanes,aiphanes,18,6,2009,169
1204845,1e92ab8d-7d29-4d8d-8828-145ef305ffbd,120,aiphanes,aiphanes ulei,18,6,2009,169
1204844,608d7c77-f918-41b7-9815-27f7ac6e4428,120,aiphanes,aiphanes ulei,18,6,2009,169
293035,urn:catalog:mo:tropicos:293035,neill 9467,aiphanes,aiphanes ulei,23,11,1990,327
294048,urn:catalog:mo:tropicos:294048,palacios cuenca 4297,aiphanes,aiphanes ulei,17,5,1989,137
2633387,urn:catalog:mo:tropicos:2633387,bergmann 97829,aiphanes,aiphanes ulei,21,7,1991,202
2633404,urn:catalog:mo:tropicos:2633404,bergmann 97835,aiphanes,aiphanes ulei,21,7,1991,202
286541,urn:catalog:mo:tropicos:286541,cerón martínez 2621,aiphanes,aiphanes ulei,11,8,1987,223
293794,urn:catalog:mo:tropicos:293794,palacios cuenca 2947,aiphanes,aiphanes ulei,9,7,1988,191
100954515,urn:catalog:mo:tropicos:100954515,kennedy rk98-8-1-20,aiphanes,aiphanes ulei,8,10,1998,281
94088,urn:catalog:mo:tropicos:94088,neill 9060,albizia,albizia julibrissin,25,9,1989,268
94088,urn:catalog:mo:tropicos:94088,neill 9060,albizia,albizia julibrissin,25,9,1989,268
1408381,f23e02fd-f214-44ef-9cdc-bf26b140d053,7993,albizia,albizia niopoides,24,11,1987,328
94179,urn:catalog:mo:tropicos:94179,neill 7993,albizia,albizia niopoides,24,11,1987,328
s11-829,s:vascularplants:s11-829,32,alchemilla,alchemilla,7,3,1996,67
154985,urn:catalog:mo:tropicos:154985,cerón martínez 5450,alchornea,alchornea discolor,22,10,1988,296
3926388,71a5e23c-3367-4fa5-95a6-b5489c40a47e,5450,alchornea,alchornea glandulosa,22,10,1988,296
154845,urn:catalog:mo:tropicos:154845,cerón martínez 5372,alchornea,alchornea glandulosa,22,10,1988,296
155231,urn:catalog:mo:tropicos:155231,cerón martínez 5589,alchornea,alchornea glandulosa,17,11,1988,322
153412,urn:catalog:mo:tropicos:153412,cerón martínez 4705,alchornea,alchornea glandulosa,24,8,1988,237
153304,urn:catalog:mo:tropicos:153304,cerón martínez 4597,alchornea,alchornea glandulosa,24,8,1988,237
153201,urn:catalog:mo:tropicos:153201,cerón martínez 4588,alchornea,alchornea glandulosa,24,8,1988,237
153138,urn:catalog:mo:tropicos:153138,cerón martínez 4558,alchornea,alchornea glandulosa,24,8,1988,237
145210,urn:catalog:mo:tropicos:145210,neill 6455,alchornea,alchornea glandulosa,5,5,1985,125
154256,urn:catalog:mo:tropicos:154256,cerón martínez 2142,alchornea,alchornea glandulosa,9,4,1987,99
1765211,urn:catalog:mo:tropicos:1765211,cerón martínez 19021,alchornea,alchornea glandulosa,6,5,1992,127
2761716,urn:catalog:mo:tropicos:2761716,landrum 10854,alchornea,alchornea latifolia,24,6,2003,175
154739,urn:catalog:mo:tropicos:154739,zaruma 793,alchornea,alchornea latifolia,10,2,1986,41
3926487,a9ebea09-7afd-482e-9430-4590e46fcc4a,793,alchornea,alchornea latifolia,2,10,1986,275
3926585,ecc86440-0f96-40da-9054-7110d499dd27,4588,alchornea,alchornea triplinervia,24,8,1988,237
152408,urn:catalog:mo:tropicos:152408,cerón martínez 8730,alchornea,alchornea triplinervia,16,2,1990,47
154124,urn:catalog:mo:tropicos:154124,cerón martínez 2075,alchornea,alchornea triplinervia,9,4,1987,99
154672,urn:catalog:mo:tropicos:154672,cerón martínez 8316,alchorneopsis,alchorneopsis floribunda,20,1,1990,20
154596,urn:catalog:mo:tropicos:154596,cerón martínez 8286,alchorneopsis,alchorneopsis floribunda,20,1,1990,20
154617,urn:catalog:mo:tropicos:154617,cerón martínez 8294,alchorneopsis,alchorneopsis floribunda,20,1,1990,20
156832,urn:catalog:mo:tropicos:156832,cerón martínez 6152,alchorneopsis,alchorneopsis floribunda,23,1,1989,23
154352,urn:catalog:mo:tropicos:154352,cerón martínez 8220,alchorneopsis,alchorneopsis floribunda,26,12,1989,360
156839,urn:catalog:mo:tropicos:156839,cerón martínez 6267,alchorneopsis,alchorneopsis floribunda,19,3,1989,78
528526,urn:catalog:mo:tropicos:528526,neill 7379,alibertia,alibertia a. rich.,15,10,1986,288
523706,urn:catalog:mo:tropicos:523706,holm-nielsen 21539,alibertia,alibertia bertierifolia,20,2,1980,51
523714,urn:catalog:mo:tropicos:523714,holm-nielsen 21574,alibertia,alibertia bertierifolia,20,2,1980,51
3577980,urn:catalog:mo:tropicos:3577980,homeier 2924,alibertia,alibertia edulis,15,10,2007,288
3579788,urn:catalog:mo:tropicos:3579788,homeier 3055,alibertia,alibertia edulis,19,10,2007,292
3579378,urn:catalog:mo:tropicos:3579378,homeier 2799,alibertia,alibertia edulis,10,10,2007,283
534868,urn:catalog:mo:tropicos:534868,cerón martínez 6018,alibertia,alibertia occidentalis,23,1,1989,23
519970,urn:catalog:mo:tropicos:519970,cerón martínez 3642,alibertia,alibertia occidentalis,17,2,1988,48
534678,urn:catalog:mo:tropicos:534678,neill 10144,alibertia,alibertia occidentalis,17,9,1992,261
535983,urn:catalog:mo:tropicos:535983,palacios cuenca 3263,alibertia,alibertia occidentalis,26,9,1988,270
534355,urn:catalog:mo:tropicos:534355,cerón martínez 7321,alibertia,alibertia occidentalis,8,6,1989,159
1293440,urn:catalog:mo:tropicos:1293440,pitman 3401,alibertia,alibertia occidentalis,3,8,1998,215
s12-912,s:vascularplants:s12-912,479,alibertia,alibertia pilosa,14,3,2000,74
534584,urn:catalog:mo:tropicos:534584,cerón martínez 7401,alibertia,alibertia pilosa,14,8,1989,226
3404559,http://n2t.net/ark:/65665/390d8cded-0232-430d-8131-b23f3e95b555,1139,alibertia,alibertia sp.,6,11,1995,310
,http://n2t.net/ark:/65665/3ab123c3b-d11e-45a1-9d70-7dd07f031b21,1139,alibertia,alibertia sp.,6,11,1995,310
130862,urn:catalog:mo:tropicos:130862,cerón martínez 1250,alicia,alicia macrodisca,24,4,1987,114
130900,urn:catalog:mo:tropicos:130900,cerón martínez 1393,alicia,alicia macrodisca,21,5,1987,141
131072,urn:catalog:mo:tropicos:131072,cerón martínez 2082,alicia,alicia macrodisca,9,4,1987,99
asu0011995,458f5b04-e320-4766-8e46-d84e3c09ae8b,10670,allamanda,allamanda,16,6,2003,167
asu0011994,5f30ed9f-0481-43a6-965f-23badba02d91,10670,allamanda,allamanda,16,6,2003,167
2761632,urn:catalog:mo:tropicos:2761632,landrum 10670,allamanda,allamanda cathartica,16,6,2003,167
26766,bf7a7317-7804-4d10-89c6-a315bd1716d8,3643,alloplectus,allopectus ichthyoderma,24,12,1996,359
171704,urn:catalog:mo:tropicos:171704,neill 7996,allophylus,allophylus divaricatus,24,11,1987,328
u.1591594,https://data.biodiversitydata.nl/naturalis/specimen/u.1591594,"asanza c, e",allophylus,allophylus floribundus,16,8,1981,228
172227,urn:catalog:mo:tropicos:172227,cerón martínez 782,allophylus,allophylus floribundus,17,1,1987,17
770289,urn:catalog:mo:tropicos:770289,palacios cuenca 961,allophylus,allophylus floribundus,25,1,1986,25
172251,urn:catalog:mo:tropicos:172251,cerón martínez 2719,allophylus,allophylus floribundus,14,11,1987,318
167673,urn:catalog:mo:tropicos:167673,gentry 60058,allophylus,allophylus floribundus,29,12,1987,363
169254,urn:catalog:mo:tropicos:169254,brandbyge 33580,allophylus,allophylus floribundus,16,8,1981,228
169040,urn:catalog:mo:tropicos:169040,holm-nielsen 20128,allophylus,allophylus floribundus,29,8,1979,241
3579782,urn:catalog:mo:tropicos:3579782,homeier 2828,allophylus,allophylus floribundus,10,10,2007,283
3233514,http://n2t.net/ark:/65665/3bbede23f-dea9-4866-a5fd-5debdc761661,33580,allophylus,allophylus glabratus,16,8,1981,228
3245158,http://n2t.net/ark:/65665/3cd0270a0-778b-4290-a8a3-9a1f19a9e2e2,782,allophylus,allophylus punctatus,17,1,1987,17
1352347,urn:catalog:mo:tropicos:1352347,cuascota 37,allophylus,allophylus punctatus,13,2,1999,44
2875377,urn:catalog:mo:tropicos:2875377,miranda-moyano 391,allophylus,allophylus punctatus,17,2,2005,48
172614,urn:catalog:mo:tropicos:172614,cerón martínez 8035,allophylus,allophylus zeylanicus,21,12,1989,355
1352401,urn:catalog:mo:tropicos:1352401,quishpe b. 40,allophylus,allophylus zeylanicus,13,2,1999,44
173476,urn:catalog:mo:tropicos:173476,palacios cuenca 2453,allophylus,allophylus zeylanicus,22,2,1988,53
173336,urn:catalog:mo:tropicos:173336,palacios cuenca 5148,allophylus,allophylus zeylanicus,14,5,1990,134
172418,urn:catalog:mo:tropicos:172418,cerón martínez 4546,allophylus,allophylus zeylanicus,24,8,1988,237
172959,urn:catalog:mo:tropicos:172959,palacios cuenca 2755,allophylus,allophylus zeylanicus,24,8,1988,237
173066,urn:catalog:mo:tropicos:173066,palacios cuenca 2832,allophylus,allophylus zeylanicus,30,8,1988,243
171513,urn:catalog:mo:tropicos:171513,neill 8487,allophylus,allophylus zeylanicus,6,3,1988,66
173218,urn:catalog:mo:tropicos:173218,palacios cuenca 3082,allophylus,allophylus zeylanicus,10,6,1988,162
173305,urn:catalog:mo:tropicos:173305,palacios cuenca 3143,allophylus,allophylus zeylanicus,10,6,1988,162
173242,urn:catalog:mo:tropicos:173242,palacios cuenca 3099,allophylus,allophylus zeylanicus,10,6,1988,162
173375,urn:catalog:mo:tropicos:173375,palacios cuenca 3271,allophylus,allophylus zeylanicus,12,6,1988,164
171422,urn:catalog:mo:tropicos:171422,neill 9142,allophylus,allophylus zeylanicus,12,12,1989,346
171450,urn:catalog:mo:tropicos:171450,neill 9159,allophylus,allophylus zeylanicus,12,12,1989,346
173169,urn:catalog:mo:tropicos:173169,palacios cuenca 4949,allophylus,allophylus zeylanicus,5,6,1990,156
171459,urn:catalog:mo:tropicos:171459,neill 9880,allophylus,allophylus zeylanicus,7,2,1991,38
1765360,urn:catalog:mo:tropicos:1765360,cerón martínez 19042,allophylus,allophylus zeylanicus,6,8,1992,219
776453,urn:catalog:mo:tropicos:776453,rueda 1054,allophylus,allophylus zeylanicus,8,9,1992,252
24200,06d1301a-b3f1-4fb5-8366-238dbadd803d,3418,alloplectus,alloplectus,4,4,1996,95
26793,de29d8c6-86d7-4d6f-b560-0ee1b0b5762f,3417,alloplectus,alloplectus,4,4,1996,95
21095,e6a79761-647e-4ea1-bf9b-087b3b73bfc2,3424,alloplectus,alloplectus,5,4,1996,96
493756,urn:catalog:mo:tropicos:493756,øllgaard 90304,alloplectus,alloplectus hispidus,29,1,1989,29
100356498,urn:catalog:mo:tropicos:100356498,kohn 1545,alnus,alnus acuminata,1,8,1992,214
479438,urn:catalog:mo:tropicos:479438,holm-nielsen 6770,alonsoa,alonsoa meridionalis,6,5,1973,126
1330242,urn:catalog:mo:tropicos:1330242,neill 11249,alpinia,alpinia roxb.,7,1,1998,7
536548,urn:catalog:mo:tropicos:536548,cerón martínez 8167,alseis,alseis labatioides,26,12,1989,360
536480,urn:catalog:mo:tropicos:536480,cerón martínez 8152,alseis,alseis labatioides,26,12,1989,360
534016,urn:catalog:mo:tropicos:534016,cerón martínez 8711,alseis,alseis labatioides,16,2,1990,47
1043317,f399e40d-cf60-4256-9316-d8c43f3dbab2,2831,alseis,alseis lugonis,30,8,1988,243
